,Perigee (km),Apogee (km),Eccentricity,Inclination (degrees),Period (minutes),Launch Mass (kg.),Expected Lifetime (yrs.)
463,496.0,506.0,0.000728,97.5,94.6,4.0,3.0
464,496.0,506.0,0.000728,97.5,94.6,4.0,3.0
465,495.0,506.0,0.000801,97.5,94.6,4.0,3.0
466,496.0,506.0,0.000728,97.5,94.6,4.0,3.0
467,495.0,506.0,0.000801,97.5,94.6,4.0,3.0
468,495.0,505.0,0.000728,97.5,94.6,4.0,3.0
469,496.0,505.0,0.000655,97.5,94.6,4.0,3.0
470,496.0,507.0,0.0008,97.5,94.6,4.0,3.0
471,494.0,504.0,0.000728,97.5,94.6,4.0,3.0
472,495.0,505.0,0.000728,97.5,94.6,4.0,3.0
473,494.0,505.0,0.000801,97.5,94.6,4.0,3.0
474,494.0,502.0,0.000582,97.5,94.6,4.0,3.0
475,494.0,502.0,0.000582,97.5,94.6,4.0,3.0
476,496.0,506.0,0.000728,97.5,94.6,4.0,3.0
477,495.0,506.0,0.000801,97.5,94.6,4.0,3.0
478,494.0,504.0,0.000728,97.5,94.6,4.0,3.0
479,494.0,504.0,0.000728,97.5,94.6,4.0,3.0
480,494.0,505.0,0.000801,97.5,94.6,4.0,3.0
481,495.0,503.0,0.000582,97.5,94.6,4.0,3.0
482,494.0,506.0,0.000873,97.5,94.6,4.0,3.0
483,495.0,506.0,0.000801,97.5,94.6,4.0,3.0
484,496.0,506.0,0.000728,97.5,94.6,4.0,3.0
485,476.0,500.0,0.00175,97.5,94.6,4.0,3.0
486,476.0,500.0,0.00175,97.5,94.6,4.0,3.0
487,476.0,500.0,0.00175,97.5,94.6,4.0,3.0
488,476.0,500.0,0.00175,97.5,94.6,4.0,3.0
489,476.0,500.0,0.00175,97.5,94.6,4.0,3.0
490,476.0,500.0,0.00175,97.5,94.6,4.0,3.0
491,476.0,500.0,0.00175,97.5,94.6,4.0,3.0
492,574.0,592.0,0.00129,97.7,96.3,4.0,3.0
493,492.0,508.0,0.00116,97.5,94.6,4.0,3.0
494,492.0,508.0,0.00116,97.5,94.6,4.0,3.0
495,494.0,510.0,0.00116,97.5,94.7,4.0,3.0
496,493.0,506.0,0.000946,97.5,94.6,4.0,3.0
497,493.0,506.0,0.000946,97.5,94.6,4.0,3.0
498,511.0,527.0,0.00116,97.5,94.2,4.0,3.0
499,505.0,524.0,0.00138,97.5,94.2,4.0,3.0
500,507.0,523.0,0.00116,97.5,94.2,4.0,3.0
501,504.0,522.0,0.00131,97.5,94.2,4.0,3.0
502,506.0,525.0,0.00138,97.5,94.2,4.0,3.0
503,507.0,524.0,0.00123,97.5,94.2,4.0,3.0
504,510.0,527.0,0.00123,97.5,94.2,4.0,3.0
505,511.0,524.0,0.000944,97.5,94.2,4.0,3.0
506,510.0,526.0,0.00116,97.5,94.2,4.0,3.0
507,498.0,516.0,0.00131,97.5,94.7,4.0,3.0
508,499.0,515.0,0.00116,97.5,94.7,4.0,3.0
509,499.0,515.0,0.00116,97.5,94.7,4.0,3.0
510,499.0,515.0,0.00116,97.5,94.7,4.0,3.0
511,499.0,515.0,0.00116,97.5,94.7,4.0,3.0
512,499.0,513.0,0.00102,97.5,94.7,4.0,3.0
513,499.0,513.0,0.00102,97.5,94.7,4.0,3.0
514,519.0,535.0,0.00116,97.5,95.2,4.0,3.0
515,520.0,535.0,0.00109,97.5,95.2,4.0,3.0
516,520.0,535.0,0.00109,97.5,95.2,4.0,3.0
517,520.0,535.0,0.00109,97.5,95.2,4.0,3.0
518,520.0,535.0,0.00109,97.5,95.2,4.0,3.0
519,520.0,535.0,0.00109,97.5,95.2,4.0,3.0
520,520.0,535.0,0.00109,97.5,95.2,4.0,3.0
521,520.0,535.0,0.00109,97.5,95.2,4.0,3.0
522,522.0,535.0,0.000942,97.5,95.2,4.0,3.0
523,521.0,535.0,0.00101,97.5,95.2,4.0,3.0
524,520.0,535.0,0.00109,97.5,95.2,4.0,3.0
525,519.0,535.0,0.00116,97.5,95.2,4.0,3.0
526,521.0,535.0,0.00101,97.5,95.2,4.0,3.0
527,521.0,535.0,0.00101,97.5,95.2,4.0,3.0
528,521.0,535.0,0.00101,97.5,95.2,4.0,3.0
529,520.0,536.0,0.00116,97.5,95.2,4.0,3.0
530,521.0,535.0,0.00101,97.5,95.2,4.0,3.0
531,526.0,535.0,0.000652,97.5,95.2,4.0,3.0
532,526.0,537.0,0.000797,97.5,95.2,4.0,3.0
533,515.0,534.0,0.00138,97.5,95.2,4.0,3.0
534,519.0,535.0,0.00116,97.5,95.2,4.0,3.0
535,527.0,535.0,0.00058,97.5,95.2,4.0,3.0
536,525.0,537.0,0.000869,97.5,95.2,4.0,3.0
537,526.0,535.0,0.000652,97.5,95.2,4.0,3.0
538,527.0,535.0,0.00058,97.5,95.2,4.0,3.0
539,526.0,535.0,0.000652,97.5,95.2,4.0,3.0
540,526.0,535.0,0.000652,97.5,95.2,4.0,3.0
541,522.0,535.0,0.000942,97.5,95.2,4.0,3.0
542,523.0,535.0,0.00087,97.5,95.2,4.0,3.0
543,519.0,535.0,0.00116,97.5,95.2,4.0,3.0
544,522.0,535.0,0.000942,97.5,95.2,4.0,3.0
545,520.0,538.0,0.0013,97.5,95.2,4.0,3.0
546,521.0,533.0,0.00087,97.5,95.2,4.0,3.0
547,519.0,537.0,0.0013,97.5,95.2,4.0,3.0
548,523.0,541.0,0.0013,97.5,95.2,4.0,3.0
549,521.0,533.0,0.00087,97.5,95.2,4.0,3.0
550,526.0,537.0,0.000797,97.5,95.2,4.0,3.0
551,524.0,536.0,0.00087,97.5,95.2,4.0,3.0
552,520.0,535.0,0.00109,97.5,95.2,4.0,3.0
553,527.0,535.0,0.00058,97.5,95.2,4.0,3.0
554,527.0,535.0,0.00058,97.5,95.2,4.0,3.0
555,527.0,535.0,0.00058,97.5,95.2,4.0,3.0
556,520.0,535.0,0.00109,97.5,95.2,4.0,3.0
557,534.0,535.0,7.24e-05,97.5,94.7,4.0,3.0
558,534.0,536.0,0.000145,97.5,94.7,4.0,3.0
559,533.0,535.0,0.000145,97.5,94.7,4.0,3.0
560,533.0,535.0,0.000145,97.5,94.7,4.0,3.0
561,533.0,535.0,0.000145,97.5,94.7,4.0,3.0
562,515.0,520.0,0.000363,97.5,94.7,4.0,3.0
563,515.0,529.0,0.00102,97.5,94.7,4.0,3.0
564,516.0,521.0,0.000363,97.5,94.7,4.0,3.0
565,514.0,527.0,0.000943,97.5,94.7,4.0,3.0
566,513.0,523.0,0.000726,97.5,94.7,4.0,3.0
567,515.0,528.0,0.000943,97.5,94.7,4.0,3.0
568,514.0,526.0,0.000871,97.5,94.7,4.0,3.0
569,514.0,523.0,0.000653,97.5,94.7,4.0,3.0
570,516.0,527.0,0.000798,97.5,94.7,4.0,3.0
571,514.0,523.0,0.000653,97.5,94.7,4.0,3.0
572,516.0,526.0,0.000726,97.5,94.2,4.0,3.0
573,534.0,535.0,7.24e-05,97.5,94.7,4.0,3.0
574,533.0,535.0,0.000145,97.5,94.7,4.0,3.0
575,533.0,535.0,0.000145,97.5,94.7,4.0,3.0
576,533.0,535.0,0.000145,97.5,94.7,4.0,3.0
577,533.0,535.0,0.000145,97.5,94.7,4.0,3.0
578,518.0,535.0,0.00123,97.5,94.7,6.0,3.0
579,520.0,535.0,0.00109,97.5,94.7,6.0,3.0
580,524.0,535.0,0.000797,97.5,94.7,6.0,3.0
581,518.0,535.0,0.00123,97.5,94.7,6.0,3.0
582,517.0,535.0,0.00131,97.5,94.7,6.0,3.0
583,522.0,535.0,0.000942,97.5,94.7,6.0,3.0
584,518.0,535.0,0.00123,97.5,94.7,6.0,3.0
585,518.0,535.0,0.00123,97.5,94.7,6.0,3.0
586,524.0,535.0,0.000797,97.5,94.7,6.0,3.0
587,518.0,535.0,0.00123,97.5,94.7,6.0,3.0
588,523.0,535.0,0.00087,97.5,94.7,6.0,3.0
589,520.0,535.0,0.00109,97.5,94.7,6.0,3.0
590,520.0,535.0,0.00109,97.5,94.7,6.0,3.0
591,523.0,535.0,0.00087,97.5,94.7,6.0,3.0
592,519.0,535.0,0.00116,97.5,94.7,6.0,3.0
593,524.0,535.0,0.000797,97.5,94.7,6.0,3.0
594,518.0,535.0,0.00123,97.5,94.7,6.0,3.0
595,518.0,535.0,0.00123,97.5,94.7,6.0,3.0
596,523.0,535.0,0.00087,97.5,94.7,6.0,3.0
597,518.0,535.0,0.00123,97.5,94.7,6.0,3.0
598,518.0,535.0,0.00123,97.5,94.7,6.0,3.0
599,519.0,535.0,0.00116,97.5,94.7,6.0,3.0
600,524.0,535.0,0.000797,97.5,94.7,6.0,3.0
601,518.0,535.0,0.00123,97.5,94.7,6.0,3.0
602,523.0,535.0,0.00087,97.5,94.7,6.0,3.0
603,523.0,535.0,0.00087,97.5,94.7,6.0,3.0
604,522.0,535.0,0.000942,97.5,94.7,6.0,3.0
605,519.0,535.0,0.00116,97.5,94.7,6.0,3.0
606,518.0,535.0,0.00123,97.5,94.7,6.0,3.0
607,518.0,535.0,0.00123,97.5,94.7,6.0,3.0
608,523.0,535.0,0.00087,97.5,94.7,6.0,3.0
609,524.0,535.0,0.000797,97.5,94.7,6.0,3.0
610,519.0,535.0,0.00116,97.5,94.7,6.0,3.0
611,518.0,535.0,0.00123,97.5,94.7,6.0,3.0
612,518.0,535.0,0.00123,97.5,94.7,6.0,3.0
613,520.0,535.0,0.00109,97.5,94.7,6.0,3.0
614,518.0,535.0,0.00123,97.5,94.7,6.0,3.0
615,524.0,535.0,0.000797,97.5,94.7,6.0,3.0
616,523.0,535.0,0.00087,97.5,94.7,6.0,3.0
617,520.0,535.0,0.00109,97.5,94.7,6.0,3.0
618,523.0,535.0,0.00087,97.5,94.7,6.0,3.0
619,523.0,537.0,0.00101,97.5,94.7,6.0,3.0
620,517.0,536.0,0.00138,97.5,94.7,6.0,3.0
621,523.0,537.0,0.00101,97.5,94.7,6.0,3.0
622,522.0,537.0,0.00109,97.5,94.7,6.0,3.0
623,518.0,537.0,0.00138,97.5,94.7,6.0,3.0
624,517.0,537.0,0.00145,97.5,94.7,6.0,3.0
625,524.0,537.0,0.000942,97.5,94.7,6.0,3.0
626,517.0,537.0,0.00145,97.5,94.7,6.0,3.0
627,522.0,537.0,0.00109,97.5,94.7,6.0,3.0
628,523.0,537.0,0.00101,97.5,94.7,6.0,3.0
629,524.0,537.0,0.000942,97.5,94.7,6.0,3.0
630,517.0,537.0,0.00145,97.5,94.7,6.0,3.0
631,523.0,537.0,0.00101,97.5,94.7,6.0,3.0
632,518.0,537.0,0.00138,97.5,94.7,6.0,3.0
633,517.0,537.0,0.00145,97.5,94.7,6.0,3.0
634,524.0,537.0,0.000942,97.5,94.7,6.0,3.0
635,517.0,537.0,0.00145,97.5,94.7,6.0,3.0
636,524.0,537.0,0.000942,97.5,94.7,6.0,3.0
637,524.0,537.0,0.000942,97.5,94.7,6.0,3.0
638,518.0,537.0,0.00138,97.5,94.7,6.0,3.0
639,523.0,537.0,0.00101,97.5,94.7,6.0,3.0
640,523.0,537.0,0.00101,97.5,94.7,6.0,3.0
641,518.0,537.0,0.00138,97.5,94.7,6.0,3.0
642,524.0,537.0,0.000942,97.5,94.7,6.0,3.0
643,524.0,537.0,0.000942,97.5,94.7,6.0,3.0
644,517.0,537.0,0.00145,97.5,94.7,6.0,3.0
645,524.0,537.0,0.000942,97.5,94.7,6.0,3.0
646,524.0,537.0,0.000942,97.5,94.7,6.0,3.0
647,517.0,537.0,0.00145,97.5,94.7,6.0,3.0
648,518.0,537.0,0.00138,97.5,94.7,6.0,3.0
649,518.0,537.0,0.00138,97.5,94.7,6.0,3.0
650,523.0,537.0,0.00101,97.5,94.7,6.0,3.0
651,518.0,537.0,0.00138,97.5,94.7,6.0,3.0
652,522.0,537.0,0.00109,97.5,94.7,6.0,3.0
653,517.0,537.0,0.00145,97.5,94.7,6.0,3.0
654,517.0,537.0,0.00145,97.5,94.7,6.0,3.0
655,680.0,680.0,0.0,98.0,95.0,2600.0,5.4
656,549.0,572.0,0.00166,97.6,94.6,62.0,5.4
658,35771.0,35802.0,0.000368,0.03,1436.12,1156.0,10.0
659,35760.0,35814.0,0.00064,0.05,1436.1,1156.0,10.0
660,35757.0,35817.0,0.000712,2.54,1436.1,1156.0,10.0
661,35774.0,35799.0,0.000297,0.04,1436.12,1156.0,10.0
662,35784.0,35784.0,0.0,0.0,1436.1,1156.0,10.0
663,35706.0,35868.0,0.00192,0.01,1436.13,1156.0,10.0
664,35897.0,35909.0,0.000142,4.08,142.08,2380.0,9.0
665,35765.0,35810.0,0.000534,3.68,1436.14,2380.0,9.0
666,35741.0,35832.0,0.00108,1.41,1436.12,2380.0,9.0
667,6004.0,12034.0,0.196,42.21,316.9,600.0,1.0
668,585.0,603.0,0.00129,97.8,96.56,300.0,5.0
670,522.0,533.0,0.000797,97.5,94.3,6.0,1.0
671,522.0,533.0,0.000797,97.5,94.3,6.0,1.0
672,522.0,533.0,0.000797,97.5,94.3,6.0,1.0
673,35777.0,35795.0,0.000213,0.02,1436.08,2845.0,15.0
674,573.0,591.0,0.00129,97.7,96.3,4.0,5.4
675,35780.0,35792.0,0.000142,0.06,1436.0,4333.0,15.0
676,35778.0,35793.0,0.000178,0.03,1436.1,5500.0,15.0
677,35785.0,35789.0,4.74e-05,0.05,1436.11,6384.0,15.0
678,35789.0,35803.0,0.000166,0.07,1436.57,5521.0,15.0
679,35776.0,35796.0,0.000237,0.05,1436.06,6658.0,15.0
680,35781.0,35794.0,0.000154,0.01,1436.13,6100.0,15.0
681,35692.0,35788.0,0.00114,0.08,1436.3,6300.0,15.0
682,35771.0,35796.0,0.000297,0.2,1436.3,6764.0,15.0
683,35773.0,35799.0,0.000308,7.35,1436.1,6900.0,15.0
684,35786.0,35803.0,0.000202,0.0,1436.1,5600.0,15.0
685,35782.0,35789.0,8.3e-05,0.01,1436.07,4027.0,12.0
686,35775.0,35797.0,0.000261,0.01,1436.08,4000.0,13.0
687,35773.0,35799.0,0.000308,5.73,1436.1,6600.0,15.0
688,501.0,562.0,0.00442,97.5,95.2,4.0,5.4
689,35782.0,35790.0,9.49e-05,0.0,1436.07,3186.0,5.4
690,652.0,657.0,0.000356,98.0,98.0,2200.0,11.0
695,1664.0,38596.0,0.697,63.7,713.8,2000.0,5.4
696,515.0,543.0,0.00203,97.5,95.2,20.0,5.4
697,35323.0,35750.0,0.00509,0.46,1423.35,1766.0,10.0
698,35694.0,35815.0,0.00144,0.45,1434.47,1800.0,10.0
699,35372.0,35572.0,0.00239,0.56,1420.05,2094.0,10.0
700,35775.0,35794.0,0.000225,0.05,1436.14,8429.0,10.0
701,449.0,465.0,0.00117,93.02,93.7,4.0,5.4
702,675.0,692.0,0.00121,98.21,98.43,120.0,5.4
703,675.0,692.0,0.00121,98.21,98.43,120.0,5.4
704,677.0,692.0,0.00106,98.21,98.45,120.0,5.4
705,677.0,692.0,0.00106,98.21,98.46,120.0,5.4
706,496.0,507.0,0.0008,97.5,95.0,10.0,5.4
707,534.0,557.0,0.00166,97.5,95.5,175.0,5.4
708,735.0,759.0,0.00169,98.3,99.75,436.0,5.4
709,638.0,651.0,0.000927,98.0,98.0,980.0,5.4
710,520.0,537.0,0.00123,97.5,95.1,178.0,5.4
711,567.0,577.0,0.00072,36.9,580.0,630.0,5.4
712,521.0,535.0,0.00101,97.5,95.5,1710.0,10.0
713,443.0,460.0,0.00125,37.2,95.0,156.0,5.4
714,702.0,703.0,7.07e-05,98.2,98.8,4854.0,6.0
715,702.0,703.0,7.07e-05,98.2,98.8,2967.0,5.0
716,701.0,704.0,0.000212,98.2,98.8,2934.0,6.0
717,1483.0,1506.0,0.00146,82.5,115.9,3.0,5.4
718,460.0,33200.0,0.706,31.0,580.0,350.0,1.0
719,508.0,514.0,0.000436,97.4,94.8,350.0,10.0
721,35788.0,35798.0,0.000119,0.1,1436.1,5300.0,15.0
722,520.0,531.0,0.000798,97.5,95.0,112.0,5.4
723,572.0,588.0,0.00115,97.7,96.3,45.0,5.4
725,503.0,513.0,0.000727,97.4,95.4,9.0,5.4
726,615.0,634.0,0.00136,97.9,97.1,70.0,5.4
727,572.0,591.0,0.00137,97.7,96.3,230.0,5.4
728,35781.0,35822.0,0.000486,0.03,1436.09,5900.0,15.0
729,35776.0,35796.0,0.000237,0.03,1436.1,5456.0,15.0
731,35779.0,35795.0,0.00019,0.02,1436.1,5474.0,15.0
732,35779.0,35795.0,0.00019,0.02,1436.1,5500.0,15.0
733,35788.0,35794.0,7.12e-05,0.07,1436.1,2950.0,12.0
734,35769.0,35802.0,0.000391,0.06,1436.07,4300.0,15.0
735,35779.0,35795.0,0.00019,0.2,1436.12,5400.0,5.4
736,35772.0,35816.0,0.000522,0.0,1436.1,3600.0,15.0
737,35772.0,35799.0,0.00032,0.01,1436.1,5000.0,16.0
738,35777.0,35797.0,0.000237,0.09,1436.12,5102.0,15.0
739,35766.0,35806.0,0.000474,0.06,1436.07,4892.0,15.0
740,35766.0,35806.0,0.000474,0.07,1436.08,3190.0,12.0
741,35786.0,35787.0,1.19e-05,0.07,1436.09,5600.0,15.0
742,35782.0,35791.0,0.000107,0.07,1436.1,5967.0,15.0
743,35769.0,35805.0,0.000427,0.04,1436.08,4050.0,15.0
744,35783.0,35787.0,4.74e-05,0.06,1436.01,2864.0,15.0
745,35776.0,35796.0,0.000237,0.08,1436.07,6654.0,15.0
746,35774.0,35799.0,0.000297,0.06,1436.09,4600.0,15.0
747,35780.0,35800.0,0.000237,0.06,1436.28,5250.0,15.0
748,35784.0,35794.0,0.000119,0.03,1436.21,5404.0,15.0
749,35678.0,35702.0,0.000285,0.0,1436.0,3400.0,15.0
750,35773.0,35814.0,0.000486,0.1,1436.1,5800.0,15.0
751,35780.0,35792.0,0.000142,0.08,1436.06,5200.0,15.0
752,35759.0,35812.0,0.000629,0.02,1436.06,4900.0,15.0
753,35786.0,35787.0,1.19e-05,0.06,1436.09,4880.0,15.0
754,35775.0,35799.0,0.000285,0.07,1436.1,4100.0,15.0
755,35788.0,35799.0,0.00013,0.01,1436.0,4500.0,15.0
757,35714.0,35856.0,0.00168,0.13,1436.01,6150.0,15.0
758,35700.0,35700.0,0.0,0.0,1436.0,3618.0,15.0
759,35782.0,35805.0,0.000273,0.1,1436.1,6400.0,15.0
760,35728.0,35772.0,0.000522,0.0,1436.0,3461.0,15.0
761,627.0,694.0,0.00476,98.2,98.0,12.0,5.4
762,630.0,649.0,0.00136,6.0,97.5,6.0,5.4
763,569.0,588.0,0.00137,97.7,96.3,155.0,5.4
764,493.0,512.0,0.00138,60.7,94.7,4.0,5.4
765,35781.0,35785.0,4.74e-05,0.1,1436.1,2150.0,15.0
766,35781.0,35785.0,4.74e-05,0.1,1436.1,2150.0,15.0
767,35777.0,35795.0,0.000213,0.09,1436.1,2600.0,12.0
768,35782.0,35791.0,0.000107,0.05,1436.1,2600.0,12.0
769,35987.0,35995.0,9.44e-05,0.11,1446.57,2532.0,12.0
770,35420.0,35940.0,0.00618,0.08,1430.6,3400.0,15.0
771,34094.0,37636.0,0.0419,0.53,1440.09,3358.0,15.0
772,35777.0,35796.0,0.000225,0.01,1436.1,5720.0,15.0
773,35784.0,35788.0,4.74e-05,0.03,1436.09,2100.0,15.0
774,35792.0,35795.0,3.56e-05,0.1,1436.1,2700.0,15.0
777,35781.0,35804.0,0.000273,0.06,1436.4,1726.0,15.0
778,35609.0,35715.0,0.00126,0.1,1429.75,1427.0,15.0
779,572.0,588.0,0.00115,97.7,96.3,4.0,2.0
780,507.0,524.0,0.00123,97.4,94.9,5.0,5.4
781,476.0,500.0,0.00175,97.5,95.0,5.0,5.4
782,487.0,506.0,0.00138,97.4,95.0,10.0,5.4
783,597.0,599.0,0.000144,97.9,96.7,1180.0,5.0
784,538.0,540.0,0.000145,35.4,95.4,46.0,5.4
785,572.0,591.0,0.00137,97.7,96.3,181.0,5.4
786,305.0,850.0,0.0392,28.5,96.2,5.0,5.4
787,389.0,389.0,0.0,45.0,92.3,136.0,5.4
788,513.0,532.0,0.00138,97.5,95.2,10.0,5.4
789,627.0,654.0,0.00193,71.97,97.54,55.0,5.4
790,440.0,508.0,0.00497,97.2,94.0,3.0,5.4
791,488.0,500.0,0.000874,97.35,94.49,160.0,5.4
792,35760.0,35816.0,0.000664,2.19,1436.19,1390.0,3.0
793,35770.0,35800.0,0.000356,2.27,1436.02,1390.0,5.4
794,35770.0,35804.0,0.000403,2.08,1436.1,1380.0,5.0
795,827.0,828.0,6.95e-05,98.8,101.5,2300.0,5.4
796,827.0,828.0,6.95e-05,98.81,101.45,2300.0,5.4
797,803.0,812.0,0.000627,98.6,101.1,2300.0,8.0
798,781.0,820.0,0.00272,98.7,101.1,2450.0,5.4
799,35768.0,35800.0,0.00038,0.02,1436.0,5300.0,5.4
800,35780.0,35782.0,2.37e-05,0.08,1436.0,5300.0,5.4
801,537.0,556.0,0.00137,25.6,95.6,4303.0,5.4
807,586.0,606.0,0.00144,97.6,96.6,120.0,2.0
808,35745.0,35829.0,0.000996,8.97,1436.13,2310.0,5.0
809,710.0,729.0,0.00134,98.3,99.1,525.0,5.0
810,790.0,823.0,0.0023,70.0,101.0,215.0,3.0
811,494.0,511.0,0.00124,97.4,94.7,70.0,5.4
812,574.0,591.0,0.00122,97.7,96.3,2.0,5.4
813,534.0,538.0,0.00029,97.5,94.4,10.0,5.4
814,534.0,537.0,0.000217,97.5,94.4,10.0,5.4
815,594.0,683.0,0.00635,97.8,97.4,1.0,5.4
816,35785.0,35795.0,0.000119,0.05,1436.11,4488.0,14.0
817,35775.0,35796.0,0.000249,0.05,1436.07,1760.0,15.0
818,35781.0,35790.0,0.000107,0.01,1436.07,4060.0,15.0
819,35776.0,35795.0,0.000225,0.01,1436.07,2086.0,15.0
820,35776.0,35795.0,0.000225,0.06,1436.07,2033.0,15.0
821,35775.0,35798.0,0.000273,0.01,1436.1,4640.0,15.0
822,35774.0,35799.0,0.000297,0.02,1436.1,4100.0,15.0
823,35774.0,35798.0,0.000285,0.02,1436.1,4642.0,15.0
824,35776.0,35796.0,0.000237,0.05,1436.1,4690.0,15.0
825,35771.0,35801.0,0.000356,0.03,1436.08,3515.0,13.0
826,35775.0,35798.0,0.000273,0.01,1436.1,5493.0,13.0
827,35523.0,35528.0,5.97e-05,0.01,1436.1,3298.0,15.0
828,35777.0,35795.0,0.000213,0.01,1436.1,3650.0,15.0
829,35732.0,35748.0,0.00019,0.02,1436.1,3695.0,15.0
830,35784.0,35788.0,4.74e-05,0.01,1436.11,4860.0,15.0
831,17231.0,25971.0,0.156,49.78,776.25,733.0,12.0
832,23272.0,23280.0,0.000135,57.4,847.01,723.0,12.0
833,23483.0,23530.0,0.000787,57.4,856.9,723.0,12.0
834,23039.0,23055.0,0.000272,54.6,846.0,723.0,12.0
835,22982.0,22982.0,0.0,54.6,834.0,723.0,12.0
836,23272.0,23296.0,0.000405,54.6,847.0,723.0,12.0
837,23164.0,23184.0,0.000338,56.9,842.6,715.0,12.0
838,22904.0,22927.0,0.000393,57.01,831.6,715.0,12.0
839,22905.0,22918.0,0.000222,56.9,831.4,715.0,12.0
840,22903.0,23149.0,0.00418,57.1,830.9,715.0,12.0
841,23233.0,23250.0,0.000287,56.3,840.2,715.0,12.0
842,13810.0,25918.0,0.231,49.77,705.11,733.0,12.0
843,23089.0,23149.0,0.00102,56.3,831.2,715.0,12.0
844,22973.0,22980.0,0.000119,56.3,834.2,715.0,12.0
845,23021.0,23047.0,0.000442,56.3,836.6,715.0,12.0
846,23380.0,23518.0,0.00231,57.1,830.9,733.0,12.0
847,23515.0,23571.0,0.000936,57.0,830.9,733.0,12.0
848,23516.0,23574.0,0.000969,55.0,858.55,723.0,12.0
849,23353.0,23382.0,0.000488,55.1,850.5,723.0,12.0
850,23218.0,23240.0,0.000372,57.1,845.0,723.0,12.0
851,23220.0,23239.0,0.000321,57.1,844.0,723.0,12.0
852,23265.0,23305.0,0.000674,54.6,847.0,723.0,12.0
853,23550.0,23618.0,0.00114,54.96,860.51,723.0,12.0
854,23551.0,23568.0,0.000284,54.95,858.34,723.0,12.0
855,23242.0,23307.0,0.0011,54.67,846.98,700.0,12.0
856,23240.0,23306.0,0.00111,54.68,846.88,700.0,12.0
857,23214.0,23233.0,0.000321,55.34,844.76,700.0,12.0
858,23217.0,23227.0,0.000169,55.3,844.69,700.0,12.0
859,517.0,536.0,0.00138,97.5,95.1,10.0,5.4
860,630.0,654.0,0.00171,98.07,97.56,1000.0,8.0
861,638.0,642.0,0.000285,98.0,97.5,805.0,8.0
862,638.0,640.0,0.000143,98.0,97.5,805.0,8.0
863,638.0,642.0,0.000285,98.0,97.5,805.0,8.0
864,677.0,695.0,0.00128,98.0,98.4,805.0,8.0
865,634.0,647.0,0.000927,98.0,97.3,1064.0,8.0
866,611.0,621.0,0.000716,97.8,97.03,1000.0,8.0
867,241.0,689.0,0.0328,97.4,93.9,1000.0,8.0
868,244.0,691.0,0.0327,97.3,93.9,1000.0,8.0
869,243.0,695.0,0.033,97.4,93.9,3000.0,8.0
870,612.0,616.0,0.000286,97.9,96.9,1000.0,8.0
871,634.0,637.0,0.000214,97.8,97.3,3000.0,8.0
872,594.0,599.0,0.000359,97.9,96.9,3000.0,8.0
873,35775.0,35799.0,0.000285,1.98,1436.13,1000.0,8.0
874,35771.0,35803.0,0.00038,2.58,1436.1,4600.0,5.4
875,485.0,495.0,0.000729,97.4,94.4,1000.0,8.0
876,620.0,636.0,0.00114,98.02,97.06,1000.0,8.0
877,757.0,759.0,0.00014,98.4,99.8,1000.0,8.0
878,737.0,745.0,0.000563,98.4,99.8,2500.0,8.0
879,739.0,746.0,0.000492,98.4,99.8,2500.0,8.0
880,35792.0,35796.0,4.74e-05,0.6,1436.1,4600.0,8.0
881,688.0,695.0,0.000496,98.3,98.4,4200.0,8.0
882,487.0,505.0,0.00131,97.5,94.5,9.0,5.4
883,484.0,492.0,0.000583,97.3,94.36,1000.0,8.0
884,618.0,664.0,0.00328,98.01,97.54,1000.0,8.0
885,487.0,502.0,0.00109,97.2,94.5,1000.0,8.0
886,485.0,504.0,0.00138,97.3,94.5,1000.0,8.0
887,485.0,505.0,0.00146,97.5,94.5,1000.0,8.0
888,483.0,505.0,0.0016,97.5,94.5,1000.0,8.0
890,35783.0,35805.0,0.000261,0.0,1436.1,5000.0,5.4
891,593.0,819.0,0.016,97.7,98.9,5.0,5.4
892,790.0,793.0,0.000209,98.7,100.69,2200.0,5.0
893,496.0,505.0,0.000655,45.0,95.0,4.0,5.4
894,356.0,700.0,0.0249,55.0,95.0,10.0,5.4
895,588.0,605.0,0.00122,29.0,96.6,150.0,5.4
896,587.0,604.0,0.00122,29.0,96.6,150.0,5.4
897,612.0,625.0,0.00093,50.0,96.9,100.0,5.0
898,615.0,622.0,0.000501,50.0,96.9,100.0,5.0
899,613.0,624.0,0.000787,50.0,96.9,100.0,5.0
900,615.0,621.0,0.000429,50.0,96.9,100.0,5.0
901,614.0,623.0,0.000644,50.0,96.9,100.0,5.0
902,614.0,623.0,0.000644,50.0,96.9,100.0,5.0
903,613.0,624.0,0.000787,50.0,96.9,100.0,5.0
904,614.0,624.0,0.000715,50.0,96.9,100.0,5.0
905,612.0,626.0,0.001,50.0,96.9,100.0,5.0
906,522.0,569.0,0.0034,64.5,95.6,1360.0,5.0
907,508.0,586.0,0.00564,64.5,95.6,1360.0,5.0
908,935.0,963.0,0.00191,99.27,104.03,900.0,5.0
909,945.0,958.0,0.000888,99.3,103.9,900.0,5.0
910,35783.0,35787.0,4.74e-05,0.05,1436.04,3507.0,10.0
911,35782.0,35792.0,0.000119,0.04,1436.13,3379.0,10.0
912,671.0,686.0,0.00106,98.1,98.3,1955.0,7.0
