,price_per_kg,max_mass,Max Cost
552,0.07596371882086168,0.021640126888407298,0.0296948714620755
554,0.08049886621315193,0.056188950657998046,0.08363341110705307
555,0.08049886621315193,0.056188950657998046,0.08363341110705307
560,0.08049886621315193,0.056188950657998046,0.08363341110705307
561,0.08049886621315193,0.056188950657998046,0.08363341110705307
562,0.663265306122449,0.0,0.017782815126938183
563,0.08049886621315193,0.056188950657998046,0.08363341110705307
564,0.08049886621315193,0.056188950657998046,0.08363341110705307
565,0.040249433106575964,0.0721599296460316,0.057186623725109645
566,0.1649659863945578,0.02792173121015107,0.08370887073162635
568,0.08049886621315193,0.056188950657998046,0.08363341110705307
569,0.08049886621315193,0.056188950657998046,0.08363341110705307
574,0.040249433106575964,0.0721599296460316,0.057186623725109645
583,0.663265306122449,0.0,0.017782815126938183
584,0.08049886621315193,0.056188950657998046,0.08363341110705307
588,0.07596371882086168,0.021640126888407298,0.0296948714620755
589,0.040249433106575964,0.0721599296460316,0.057186623725109645
599,0.040249433106575964,0.0721599296460316,0.057186623725109645
600,0.663265306122449,0.0,0.017782815126938183
601,0.15873015873015872,0.08759697226671692,0.24973513671774777
608,0.040249433106575964,0.0721599296460316,0.057186623725109645
609,0.040249433106575964,0.0721599296460316,0.057186623725109645
613,0.040249433106575964,0.0721599296460316,0.057186623725109645
618,0.07596371882086168,0.021640126888407298,0.0296948714620755
622,0.040249433106575964,0.0721599296460316,0.057186623725109645
626,0.07596371882086168,0.021640126888407298,0.0296948714620755
627,0.07596371882086168,0.021640126888407298,0.0296948714620755
628,0.07596371882086168,0.021640126888407298,0.0296948714620755
634,0.08049886621315193,0.056188950657998046,0.08363341110705307
635,0.07596371882086168,0.021640126888407298,0.0296948714620755
636,0.07596371882086168,0.021640126888407298,0.0296948714620755
637,0.663265306122449,0.0,0.017782815126938183
639,0.040249433106575964,0.0721599296460316,0.057186623725109645
640,0.11054421768707484,0.2260278275071453,0.4559889285638826
649,0.040249433106575964,0.0721599296460316,0.057186623725109645
662,0.663265306122449,0.0,0.017782815126938183
664,0.040249433106575964,0.0721599296460316,0.057186623725109645
668,0.07596371882086168,0.021640126888407298,0.0296948714620755
669,0.07596371882086168,0.021640126888407298,0.0296948714620755
670,0.07596371882086168,0.021640126888407298,0.0296948714620755
675,0.07596371882086168,0.021640126888407298,0.0296948714620755
676,0.040249433106575964,0.0721599296460316,0.057186623725109645
684,0.663265306122449,0.0,0.017782815126938183
690,0.663265306122449,0.0,0.017782815126938183
691,0.663265306122449,0.0,0.017782815126938183
693,0.08049886621315193,0.056188950657998046,0.08363341110705307
694,0.07596371882086168,0.021640126888407298,0.0296948714620755
697,0.07596371882086168,0.021640126888407298,0.0296948714620755
698,0.11054421768707484,0.2260278275071453,0.4559889285638826
699,0.15873015873015872,0.08759697226671692,0.24973513671774777
702,0.663265306122449,0.0,0.017782815126938183
710,0.040249433106575964,0.0721599296460316,0.057186623725109645
720,0.07596371882086168,0.021640126888407298,0.0296948714620755
722,0.11054421768707484,0.2260278275071453,0.4559889285638826
723,0.11054421768707484,0.2260278275071453,0.4559889285638826
724,0.07596371882086168,0.021640126888407298,0.0296948714620755
728,0.07596371882086168,0.021640126888407298,0.0296948714620755
729,0.07596371882086168,0.021640126888407298,0.0296948714620755
730,0.07596371882086168,0.021640126888407298,0.0296948714620755
731,0.07596371882086168,0.021640126888407298,0.0296948714620755
738,0.040249433106575964,0.0721599296460316,0.057186623725109645
739,0.15873015873015872,0.08759697226671692,0.24973513671774777
751,0.08049886621315193,0.056188950657998046,0.08363341110705307
752,0.08049886621315193,0.056188950657998046,0.08363341110705307
755,0.07596371882086168,0.021640126888407298,0.0296948714620755
756,0.07596371882086168,0.021640126888407298,0.0296948714620755
757,0.07596371882086168,0.021640126888407298,0.0296948714620755
761,0.1649659863945578,0.02792173121015107,0.08370887073162635
762,0.040249433106575964,0.0721599296460316,0.057186623725109645
770,0.08049886621315193,0.056188950657998046,0.08363341110705307
771,0.08049886621315193,0.056188950657998046,0.08363341110705307
773,0.08049886621315193,0.056188950657998046,0.08363341110705307
777,0.663265306122449,0.0,0.017782815126938183
782,0.11054421768707484,0.2260278275071453,0.4559889285638826
783,0.11054421768707484,0.2260278275071453,0.4559889285638826
784,0.11054421768707484,0.2260278275071453,0.4559889285638826
785,0.040249433106575964,0.0721599296460316,0.057186623725109645
786,0.08049886621315193,0.056188950657998046,0.08363341110705307
787,0.08049886621315193,0.056188950657998046,0.08363341110705307
800,0.1649659863945578,0.02792173121015107,0.08370887073162635
801,0.08049886621315193,0.056188950657998046,0.08363341110705307
802,0.08049886621315193,0.056188950657998046,0.08363341110705307
807,0.040249433106575964,0.0721599296460316,0.057186623725109645
808,0.11054421768707484,0.2260278275071453,0.4559889285638826
816,0.07596371882086168,0.021640126888407298,0.0296948714620755
819,0.040249433106575964,0.0721599296460316,0.057186623725109645
820,0.07596371882086168,0.021640126888407298,0.0296948714620755
821,0.07596371882086168,0.021640126888407298,0.0296948714620755
822,0.07596371882086168,0.021640126888407298,0.0296948714620755
823,0.07596371882086168,0.021640126888407298,0.0296948714620755
824,0.07596371882086168,0.021640126888407298,0.0296948714620755
829,0.08049886621315193,0.056188950657998046,0.08363341110705307
837,0.07596371882086168,0.021640126888407298,0.0296948714620755
844,0.663265306122449,0.0,0.017782815126938183
845,0.663265306122449,0.0,0.017782815126938183
846,0.15873015873015872,0.08759697226671692,0.24973513671774777
853,0.040249433106575964,0.0721599296460316,0.057186623725109645
858,0.1649659863945578,0.02792173121015107,0.08370887073162635
859,0.1649659863945578,0.02792173121015107,0.08370887073162635
864,0.07596371882086168,0.021640126888407298,0.0296948714620755
865,0.07596371882086168,0.021640126888407298,0.0296948714620755
866,0.07596371882086168,0.021640126888407298,0.0296948714620755
867,0.07596371882086168,0.021640126888407298,0.0296948714620755
868,0.07596371882086168,0.021640126888407298,0.0296948714620755
871,0.07596371882086168,0.021640126888407298,0.0296948714620755
872,0.07596371882086168,0.021640126888407298,0.0296948714620755
873,0.07596371882086168,0.021640126888407298,0.0296948714620755
874,0.07596371882086168,0.021640126888407298,0.0296948714620755
875,0.07596371882086168,0.021640126888407298,0.0296948714620755
882,0.08049886621315193,0.056188950657998046,0.08363341110705307
883,0.08049886621315193,0.056188950657998046,0.08363341110705307
888,0.08049886621315193,0.056188950657998046,0.08363341110705307
890,0.11054421768707484,0.2260278275071453,0.4559889285638826
891,0.11054421768707484,0.2260278275071453,0.4559889285638826
893,0.07596371882086168,0.021640126888407298,0.0296948714620755
902,0.07596371882086168,0.021640126888407298,0.0296948714620755
903,1.0,0.006564276516222243,0.14094650516294752
907,0.08049886621315193,0.056188950657998046,0.08363341110705307
908,0.08049886621315193,0.056188950657998046,0.08363341110705307
909,0.08049886621315193,0.056188950657998046,0.08363341110705307
910,0.663265306122449,0.0,0.017782815126938183
911,0.08049886621315193,0.056188950657998046,0.08363341110705307
912,0.07596371882086168,0.021640126888407298,0.0296948714620755
914,0.040249433106575964,0.0721599296460316,0.057186623725109645
917,0.08049886621315193,0.056188950657998046,0.08363341110705307
918,0.08049886621315193,0.056188950657998046,0.08363341110705307
919,0.1649659863945578,0.02792173121015107,0.08370887073162635
920,0.663265306122449,0.0,0.017782815126938183
924,0.040249433106575964,0.0721599296460316,0.057186623725109645
925,0.1649659863945578,0.02792173121015107,0.08370887073162635
926,1.0,0.006564276516222243,0.14094650516294752
927,0.040249433106575964,0.0721599296460316,0.057186623725109645
928,0.07596371882086168,0.021640126888407298,0.0296948714620755
929,0.11054421768707484,0.2260278275071453,0.4559889285638826
930,0.11054421768707484,0.2260278275071453,0.4559889285638826
931,0.11054421768707484,0.2260278275071453,0.4559889285638826
932,0.11054421768707484,0.2260278275071453,0.4559889285638826
933,0.11054421768707484,0.2260278275071453,0.4559889285638826
934,0.663265306122449,0.0,0.017782815126938183
938,0.040249433106575964,0.0721599296460316,0.057186623725109645
939,0.07596371882086168,0.021640126888407298,0.0296948714620755
940,0.07596371882086168,0.021640126888407298,0.0296948714620755
942,0.040249433106575964,0.0721599296460316,0.057186623725109645
946,0.040249433106575964,0.0721599296460316,0.057186623725109645
947,0.07596371882086168,0.021640126888407298,0.0296948714620755
948,0.663265306122449,0.0,0.017782815126938183
949,0.08049886621315193,0.056188950657998046,0.08363341110705307
950,0.08049886621315193,0.056188950657998046,0.08363341110705307
957,0.040249433106575964,0.0721599296460316,0.057186623725109645
958,0.07596371882086168,0.021640126888407298,0.0296948714620755
965,0.07596371882086168,0.021640126888407298,0.0296948714620755
967,1.0,0.006564276516222243,0.14094650516294752
968,0.08049886621315193,0.056188950657998046,0.08363341110705307
973,0.1649659863945578,0.02792173121015107,0.08370887073162635
974,0.040249433106575964,0.0721599296460316,0.057186623725109645
980,0.663265306122449,0.0,0.017782815126938183
981,0.08049886621315193,0.056188950657998046,0.08363341110705307
985,0.08049886621315193,0.056188950657998046,0.08363341110705307
990,0.15873015873015872,0.08759697226671692,0.24973513671774777
994,0.040249433106575964,0.0721599296460316,0.057186623725109645
995,0.663265306122449,0.0,0.017782815126938183
996,0.08049886621315193,0.056188950657998046,0.08363341110705307
997,0.07596371882086168,0.021640126888407298,0.0296948714620755
1001,0.040249433106575964,0.0721599296460316,0.057186623725109645
1002,0.040249433106575964,0.0721599296460316,0.057186623725109645
1010,0.663265306122449,0.0,0.017782815126938183
1014,0.07596371882086168,0.021640126888407298,0.0296948714620755
1016,0.15873015873015872,0.08759697226671692,0.24973513671774777
1018,0.1649659863945578,0.02792173121015107,0.08370887073162635
1019,0.1649659863945578,0.02792173121015107,0.08370887073162635
1028,0.663265306122449,0.0,0.017782815126938183
1029,0.11054421768707484,0.2260278275071453,0.4559889285638826
1030,0.11054421768707484,0.2260278275071453,0.4559889285638826
1031,0.11054421768707484,0.2260278275071453,0.4559889285638826
1032,0.11054421768707484,0.2260278275071453,0.4559889285638826
1033,0.11054421768707484,0.2260278275071453,0.4559889285638826
1034,0.11054421768707484,0.2260278275071453,0.4559889285638826
1035,0.11054421768707484,0.2260278275071453,0.4559889285638826
1036,0.11054421768707484,0.2260278275071453,0.4559889285638826
1042,0.040249433106575964,0.0721599296460316,0.057186623725109645
1046,0.07596371882086168,0.021640126888407298,0.0296948714620755
1053,0.1649659863945578,0.02792173121015107,0.08370887073162635
1054,0.040249433106575964,0.0721599296460316,0.057186623725109645
1056,0.11054421768707484,0.2260278275071453,0.4559889285638826
1057,0.11054421768707484,0.2260278275071453,0.4559889285638826
1058,0.663265306122449,0.0,0.017782815126938183
1069,0.663265306122449,0.0,0.017782815126938183
1073,0.08049886621315193,0.056188950657998046,0.08363341110705307
1074,0.11054421768707484,0.2260278275071453,0.4559889285638826
1075,0.11054421768707484,0.2260278275071453,0.4559889285638826
1076,0.11054421768707484,0.2260278275071453,0.4559889285638826
1077,0.11054421768707484,0.2260278275071453,0.4559889285638826
1078,0.11054421768707484,0.2260278275071453,0.4559889285638826
1079,0.11054421768707484,0.2260278275071453,0.4559889285638826
1080,0.11054421768707484,0.2260278275071453,0.4559889285638826
1081,0.11054421768707484,0.2260278275071453,0.4559889285638826
1084,0.1649659863945578,0.02792173121015107,0.08370887073162635
1086,0.040249433106575964,0.0721599296460316,0.057186623725109645
1091,0.0391156462585034,0.06247055497974182,0.047941008683893595
1092,0.15873015873015872,0.08759697226671692,0.24973513671774777
1097,0.11054421768707484,0.2260278275071453,0.4559889285638826
1098,0.11054421768707484,0.2260278275071453,0.4559889285638826
1099,1.0,0.006564276516222243,0.14094650516294752
1105,0.040249433106575964,0.0721599296460316,0.057186623725109645
1106,0.08049886621315193,0.056188950657998046,0.08363341110705307
1108,0.08049886621315193,0.056188950657998046,0.08363341110705307
1109,0.15873015873015872,0.08759697226671692,0.24973513671774777
1111,0.663265306122449,0.0,0.017782815126938183
1112,0.0391156462585034,0.06247055497974182,0.047941008683893595
1116,0.11054421768707484,0.2260278275071453,0.4559889285638826
1117,0.11054421768707484,0.2260278275071453,0.4559889285638826
1118,0.11054421768707484,0.2260278275071453,0.4559889285638826
1119,0.11054421768707484,0.2260278275071453,0.4559889285638826
1120,0.11054421768707484,0.2260278275071453,0.4559889285638826
1121,0.11054421768707484,0.2260278275071453,0.4559889285638826
1122,0.11054421768707484,0.2260278275071453,0.4559889285638826
1128,0.1649659863945578,0.02792173121015107,0.08370887073162635
1130,0.07596371882086168,0.021640126888407298,0.0296948714620755
1131,0.040249433106575964,0.0721599296460316,0.057186623725109645
1132,0.09297052154195012,0.12057539495587173,0.2066778749362366
1140,0.07596371882086168,0.021640126888407298,0.0296948714620755
1141,0.09297052154195012,0.12057539495587173,0.2066778749362366
1142,0.11054421768707484,0.2260278275071453,0.4559889285638826
1143,0.11054421768707484,0.2260278275071453,0.4559889285638826
1146,0.040249433106575964,0.0721599296460316,0.057186623725109645
1148,0.08049886621315193,0.056188950657998046,0.08363341110705307
1149,0.08049886621315193,0.056188950657998046,0.08363341110705307
1150,0.07596371882086168,0.021640126888407298,0.0296948714620755
1157,0.11054421768707484,0.2260278275071453,0.4559889285638826
1158,0.11054421768707484,0.2260278275071453,0.4559889285638826
1159,0.11054421768707484,0.2260278275071453,0.4559889285638826
1160,0.11054421768707484,0.2260278275071453,0.4559889285638826
1161,0.11054421768707484,0.2260278275071453,0.4559889285638826
1162,0.11054421768707484,0.2260278275071453,0.4559889285638826
1163,0.11054421768707484,0.2260278275071453,0.4559889285638826
1164,0.11054421768707484,0.2260278275071453,0.4559889285638826
1165,0.040249433106575964,0.0721599296460316,0.057186623725109645
1166,0.0391156462585034,0.06247055497974182,0.047941008683893595
1167,1.0,0.006564276516222243,0.14094650516294752
1168,0.663265306122449,0.0,0.017782815126938183
1173,0.09297052154195012,0.12057539495587173,0.2066778749362366
1177,0.07596371882086168,0.021640126888407298,0.0296948714620755
1182,0.11054421768707484,0.2260278275071453,0.4559889285638826
1183,0.11054421768707484,0.2260278275071453,0.4559889285638826
1184,0.040249433106575964,0.0721599296460316,0.057186623725109645
1185,0.040249433106575964,0.0721599296460316,0.057186623725109645
1186,0.07596371882086168,0.021640126888407298,0.0296948714620755
1189,0.040249433106575964,0.0721599296460316,0.057186623725109645
1190,0.07596371882086168,0.021640126888407298,0.0296948714620755
1191,0.07596371882086168,0.021640126888407298,0.0296948714620755
1193,0.0391156462585034,0.06247055497974182,0.047941008683893595
1195,0.07596371882086168,0.021640126888407298,0.0296948714620755
1196,0.07596371882086168,0.021640126888407298,0.0296948714620755
1200,0.040249433106575964,0.0721599296460316,0.057186623725109645
1203,0.037981859410430835,0.3278683375734162,0.2558473663081831
1206,0.663265306122449,0.0,0.017782815126938183
1207,0.15873015873015872,0.08759697226671692,0.24973513671774777
1208,1.0,0.006564276516222243,0.14094650516294752
1209,0.09297052154195012,0.12057539495587173,0.2066778749362366
1210,0.663265306122449,0.0,0.017782815126938183
1211,0.11054421768707484,0.2260278275071453,0.4559889285638826
1212,0.11054421768707484,0.2260278275071453,0.4559889285638826
1213,0.040249433106575964,0.0721599296460316,0.057186623725109645
1214,0.11054421768707484,0.2260278275071453,0.4559889285638826
1215,0.11054421768707484,0.2260278275071453,0.4559889285638826
1216,0.11054421768707484,0.2260278275071453,0.4559889285638826
1217,0.11054421768707484,0.2260278275071453,0.4559889285638826
1218,0.11054421768707484,0.2260278275071453,0.4559889285638826
1220,0.663265306122449,0.0,0.017782815126938183
1226,0.040249433106575964,0.0721599296460316,0.057186623725109645
1227,0.07596371882086168,0.021640126888407298,0.0296948714620755
1228,0.08049886621315193,0.056188950657998046,0.08363341110705307
1229,0.0391156462585034,0.06247055497974182,0.047941008683893595
1230,0.663265306122449,0.0,0.017782815126938183
1237,0.08049886621315193,0.056188950657998046,0.08363341110705307
1238,0.663265306122449,0.0,0.017782815126938183
1252,0.07596371882086168,0.021640126888407298,0.0296948714620755
1254,0.08049886621315193,0.056188950657998046,0.08363341110705307
1255,0.08049886621315193,0.056188950657998046,0.08363341110705307
1256,0.07596371882086168,0.021640126888407298,0.0296948714620755
1258,0.07596371882086168,0.021640126888407298,0.0296948714620755
1263,0.08049886621315193,0.056188950657998046,0.08363341110705307
1264,0.08049886621315193,0.056188950657998046,0.08363341110705307
1266,0.11054421768707484,0.2260278275071453,0.4559889285638826
1267,0.11054421768707484,0.2260278275071453,0.4559889285638826
1268,0.07596371882086168,0.021640126888407298,0.0296948714620755
1271,0.11054421768707484,0.2260278275071453,0.4559889285638826
1272,0.11054421768707484,0.2260278275071453,0.4559889285638826
1273,0.11054421768707484,0.2260278275071453,0.4559889285638826
1274,0.11054421768707484,0.2260278275071453,0.4559889285638826
1275,0.11054421768707484,0.2260278275071453,0.4559889285638826
1276,0.11054421768707484,0.2260278275071453,0.4559889285638826
1278,0.15873015873015872,0.08759697226671692,0.24973513671774777
1279,0.0391156462585034,0.06247055497974182,0.047941008683893595
1289,0.0391156462585034,0.06247055497974182,0.047941008683893595
1295,0.0391156462585034,0.06247055497974182,0.047941008683893595
1297,0.11054421768707484,0.2260278275071453,0.4559889285638826
1298,0.11054421768707484,0.2260278275071453,0.4559889285638826
1300,0.07596371882086168,0.021640126888407298,0.0296948714620755
1301,0.08049886621315193,0.056188950657998046,0.08363341110705307
1305,0.15873015873015872,0.08759697226671692,0.24973513671774777
1307,0.07596371882086168,0.021640126888407298,0.0296948714620755
1312,0.0391156462585034,0.06247055497974182,0.047941008683893595
1313,0.11054421768707484,0.2260278275071453,0.4559889285638826
1314,0.11054421768707484,0.2260278275071453,0.4559889285638826
1315,0.0391156462585034,0.06247055497974182,0.047941008683893595
1316,0.663265306122449,0.0,0.017782815126938183
1318,0.07596371882086168,0.021640126888407298,0.0296948714620755
1319,0.037981859410430835,0.3278683375734162,0.2558473663081831
1321,0.08049886621315193,0.056188950657998046,0.08363341110705307
1325,0.0391156462585034,0.06247055497974182,0.047941008683893595
1327,0.08049886621315193,0.056188950657998046,0.08363341110705307
1328,0.040249433106575964,0.0721599296460316,0.057186623725109645
1329,0.11054421768707484,0.2260278275071453,0.4559889285638826
1330,0.11054421768707484,0.2260278275071453,0.4559889285638826
1331,0.0391156462585034,0.06247055497974182,0.047941008683893595
1332,0.09297052154195012,0.12057539495587173,0.2066778749362366
1333,0.0391156462585034,0.06247055497974182,0.047941008683893595
1334,0.09297052154195012,0.12057539495587173,0.2066778749362366
1335,0.07596371882086168,0.021640126888407298,0.0296948714620755
1342,0.15873015873015872,0.08759697226671692,0.24973513671774777
1346,0.07596371882086168,0.021640126888407298,0.0296948714620755
1347,0.037981859410430835,0.3278683375734162,0.2558473663081831
1348,0.07596371882086168,0.021640126888407298,0.0296948714620755
1352,0.663265306122449,0.0,0.017782815126938183
1353,0.11054421768707484,0.2260278275071453,0.4559889285638826
1354,0.11054421768707484,0.2260278275071453,0.4559889285638826
1361,0.07596371882086168,0.021640126888407298,0.0296948714620755
1362,0.07596371882086168,0.021640126888407298,0.0296948714620755
1363,0.0391156462585034,0.06247055497974182,0.047941008683893595
1364,0.15873015873015872,0.08759697226671692,0.24973513671774777
1369,0.11054421768707484,0.2260278275071453,0.4559889285638826
1370,0.11054421768707484,0.2260278275071453,0.4559889285638826
1371,0.07596371882086168,0.021640126888407298,0.0296948714620755
1379,0.08049886621315193,0.056188950657998046,0.08363341110705307
1380,0.07596371882086168,0.021640126888407298,0.0296948714620755
1381,0.07596371882086168,0.021640126888407298,0.0296948714620755
1382,0.663265306122449,0.0,0.017782815126938183
1383,0.037981859410430835,0.3278683375734162,0.2558473663081831
1385,0.07596371882086168,0.021640126888407298,0.0296948714620755
1387,0.663265306122449,0.0,0.017782815126938183
1388,0.07596371882086168,0.021640126888407298,0.0296948714620755
1389,0.11054421768707484,0.2260278275071453,0.4559889285638826
1390,0.11054421768707484,0.2260278275071453,0.4559889285638826
1391,0.040249433106575964,0.0721599296460316,0.057186623725109645
1400,0.0391156462585034,0.06247055497974182,0.047941008683893595
1406,0.08049886621315193,0.056188950657998046,0.08363341110705307
1407,0.07596371882086168,0.021640126888407298,0.0296948714620755
1408,0.09297052154195012,0.12057539495587173,0.2066778749362366
1409,0.09297052154195012,0.12057539495587173,0.2066778749362366
1410,0.11054421768707484,0.2260278275071453,0.4559889285638826
1411,0.11054421768707484,0.2260278275071453,0.4559889285638826
1413,0.07596371882086168,0.021640126888407298,0.0296948714620755
1415,0.08049886621315193,0.056188950657998046,0.08363341110705307
1416,0.037981859410430835,0.3278683375734162,0.2558473663081831
1417,0.0391156462585034,0.06247055497974182,0.047941008683893595
1418,0.0391156462585034,0.06247055497974182,0.047941008683893595
1419,0.07596371882086168,0.021640126888407298,0.0296948714620755
1423,0.07596371882086168,0.021640126888407298,0.0296948714620755
1424,0.663265306122449,0.0,0.017782815126938183
1428,0.07596371882086168,0.021640126888407298,0.0296948714620755
1429,0.07596371882086168,0.021640126888407298,0.0296948714620755
1432,0.07596371882086168,0.021640126888407298,0.0296948714620755
1433,0.11054421768707484,0.2260278275071453,0.4559889285638826
1434,0.11054421768707484,0.2260278275071453,0.4559889285638826
1435,0.07596371882086168,0.021640126888407298,0.0296948714620755
1436,0.040249433106575964,0.0721599296460316,0.057186623725109645
1437,0.11054421768707484,0.2260278275071453,0.4559889285638826
1438,0.11054421768707484,0.2260278275071453,0.4559889285638826
1439,0.11054421768707484,0.2260278275071453,0.4559889285638826
1440,0.11054421768707484,0.2260278275071453,0.4559889285638826
1441,0.11054421768707484,0.2260278275071453,0.4559889285638826
1442,0.11054421768707484,0.2260278275071453,0.4559889285638826
1443,0.11054421768707484,0.2260278275071453,0.4559889285638826
1444,0.11054421768707484,0.2260278275071453,0.4559889285638826
1445,0.07596371882086168,0.021640126888407298,0.0296948714620755
1456,0.07596371882086168,0.021640126888407298,0.0296948714620755
1457,0.08049886621315193,0.056188950657998046,0.08363341110705307
1462,0.07596371882086168,0.021640126888407298,0.0296948714620755
1465,0.11054421768707484,0.2260278275071453,0.4559889285638826
1466,0.11054421768707484,0.2260278275071453,0.4559889285638826
1470,0.663265306122449,0.0,0.017782815126938183
1471,0.663265306122449,0.0,0.017782815126938183
1473,0.15873015873015872,0.08759697226671692,0.24973513671774777
1488,0.07596371882086168,0.021640126888407298,0.0296948714620755
1490,0.09297052154195012,0.12057539495587173,0.2066778749362366
1492,0.11054421768707484,0.2260278275071453,0.4559889285638826
