#Launch_Tag,Launch_Date,Piece,Type,Name,PLName,JCAT,LV_Type,Flight_ID,Platform,Launch_Site,Launch_Pad,Ascent_Site,Ascent_Pad,Agency,Launch_Code,LTCite,price_per_kg,max_mass
2022-136,2022 Oct 20 1450:40,2022-136K,P      O,Starlink 5169,Starlink Group 4-36-10,S54060,Falcon 9,183/B1062.10,-,CC,LC40,-,-,SPX,OS,Wire,2600,22800
2022-136,2022 Oct 20 1450:40,2022-136L,P      O,Starlink 5209,Starlink Group 4-36-11,S54061,Falcon 9,183/B1062.10,-,CC,LC40,-,-,SPX,OS,Wire,2600,22800
2022-136,2022 Oct 20 1450:40,2022-136M,P      O,Starlink 5170,Starlink Group 4-36-12,S54062,Falcon 9,183/B1062.10,-,CC,LC40,-,-,SPX,OS,Wire,2600,22800
2022-136,2022 Oct 20 1450:40,2022-136N,P      O,Starlink 5225,Starlink Group 4-36-13,S54063,Falcon 9,183/B1062.10,-,CC,LC40,-,-,SPX,OS,Wire,2600,22800
2022-136,2022 Oct 20 1450:40,2022-136P,P      O,Starlink 5172,Starlink Group 4-36-14,S54064,Falcon 9,183/B1062.10,-,CC,LC40,-,-,SPX,OS,Wire,2600,22800
2022-136,2022 Oct 20 1450:40,2022-136Q,P      O,Starlink 5187,Starlink Group 4-36-15,S54065,Falcon 9,183/B1062.10,-,CC,LC40,-,-,SPX,OS,Wire,2600,22800
2022-136,2022 Oct 20 1450:40,2022-136R,P      O,Starlink 5151,Starlink Group 4-36-16,S54066,Falcon 9,183/B1062.10,-,CC,LC40,-,-,SPX,OS,Wire,2600,22800
2022-136,2022 Oct 20 1450:40,2022-136S,P      O,Starlink 5174,Starlink Group 4-36-17,S54067,Falcon 9,183/B1062.10,-,CC,LC40,-,-,SPX,OS,Wire,2600,22800
2022-136,2022 Oct 20 1450:40,2022-136T,P      O,Starlink 5222,Starlink Group 4-36-18,S54068,Falcon 9,183/B1062.10,-,CC,LC40,-,-,SPX,OS,Wire,2600,22800
2022-136,2022 Oct 20 1450:40,2022-136U,P      O,Starlink 5223,Starlink Group 4-36-19,S54069,Falcon 9,183/B1062.10,-,CC,LC40,-,-,SPX,OS,Wire,2600,22800
2022-136,2022 Oct 20 1450:40,2022-136V,P      O,Starlink 5181,Starlink Group 4-36-34,S54070,Falcon 9,183/B1062.10,-,CC,LC40,-,-,SPX,OS,Wire,2600,22800
2022-136,2022 Oct 20 1450:40,2022-136W,P      O,Starlink 5168,Starlink Group 4-36-21,S54071,Falcon 9,183/B1062.10,-,CC,LC40,-,-,SPX,OS,Wire,2600,22800
2022-136,2022 Oct 20 1450:40,2022-136X,P      O,Starlink 5144,Starlink Group 4-36-22,S54072,Falcon 9,183/B1062.10,-,CC,LC40,-,-,SPX,OS,Wire,2600,22800
2022-136,2022 Oct 20 1450:40,2022-136Y,P      O,Starlink 5146,Starlink Group 4-36-23,S54073,Falcon 9,183/B1062.10,-,CC,LC40,-,-,SPX,OS,Wire,2600,22800
2022-136,2022 Oct 20 1450:40,2022-136Z,P      O,Starlink 5192,Starlink Group 4-36-24,S54074,Falcon 9,183/B1062.10,-,CC,LC40,-,-,SPX,OS,Wire,2600,22800
2022-136,2022 Oct 20 1450:40,2022-136AA,P      O,Starlink 5212,Starlink Group 4-36-25,S54075,Falcon 9,183/B1062.10,-,CC,LC40,-,-,SPX,OS,Wire,2600,22800
2022-136,2022 Oct 20 1450:40,2022-136AB,P      O,Starlink 5201,Starlink Group 4-36-26,S54076,Falcon 9,183/B1062.10,-,CC,LC40,-,-,SPX,OS,Wire,2600,22800
2022-136,2022 Oct 20 1450:40,2022-136AC,P      O,Starlink 5171,Starlink Group 4-36-27,S54077,Falcon 9,183/B1062.10,-,CC,LC40,-,-,SPX,OS,Wire,2600,22800
2022-136,2022 Oct 20 1450:40,2022-136AD,P      O,Starlink 5138,Starlink Group 4-36-28,S54078,Falcon 9,183/B1062.10,-,CC,LC40,-,-,SPX,OS,Wire,2600,22800
