,Longitude,Latitude,Booster_No,Booster_PropMass,Booster_StageMass,Stage1_PropMass,Stage1_StageMass,Stage2_PropMass,Stage2_StageMass,Stage3_PropMass,Stage3_StageMass,Stage4_PropMass,Stage4_StageMass,Fairing_Mass,H2O,H2,CO,CO2,BC,NOx,AI203,Cly
129,80.4,13.9,2,24400.0,4710.0,138600.0,30100.0,41500.0,5350.0,7625.0,900.0,2250.0,670.0,1125.0,68678750.0,4440625.0,41750625.0,25672500.0,3430000.0,437500.0,55965000.0,37025625.0
130,63.4,45.6,4,156640.0,15136.0,90100.0,6545.0,25400.0,2355.0,5350.0,1000.0,0.0,0.0,1800.0,94624800.0,2742800.0,86909670.0,174155680.0,6072680.0,53500.0,0.0,0.0
131,-81.0,28.5,0,0.0,0.0,414850.0,24700.0,109500.0,4250.0,0.0,0.0,0.0,0.0,1875.0,178279000.0,5243500.0,166743300.0,334010950.0,11535700.0,0.0,0.0,0.0
132,-81.0,28.5,0,0.0,0.0,414850.0,24700.0,109500.0,4250.0,0.0,0.0,0.0,0.0,1875.0,178279000.0,5243500.0,166743300.0,334010950.0,11535700.0,0.0,0.0,0.0
133,111.0,19.6,4,301000.0,24000.0,174000.0,12250.0,65000.0,5750.0,18200.0,2740.0,0.0,0.0,2500.0,202855600.0,6037000.0,171720000.0,343980000.0,11880000.0,0.0,0.0,0.0
134,100.3,41.3,0,0.0,0.0,183200.0,9500.0,35550.0,4000.0,14000.0,2000.0,0.0,0.0,1800.0,91238000.0,931000.0,16059750.0,34912500.0,3724000.0,2327500.0,0.0,0.0
135,-81.0,28.5,0,0.0,0.0,414850.0,24700.0,109500.0,4250.0,0.0,0.0,0.0,0.0,1875.0,178279000.0,5243500.0,166743300.0,334010950.0,11535700.0,0.0,0.0,0.0
136,63.4,45.6,4,156640.0,15136.0,90100.0,6545.0,22790.0,2410.0,5350.0,1000.0,0.0,0.0,1800.0,93737400.0,2716700.0,86079690.0,172493110.0,6015260.0,53500.0,0.0,0.0
137,177.8655,-39.2609,0,0.0,0.0,9250.0,950.0,2100.0,250.0,245.0,40.0,0.0,0.0,44.0,3955040.0,114480.0,3626205.0,7266700.0,253620.0,2450.0,0.0,0.0
138,-81.0,28.5,0,0.0,0.0,414850.0,24700.0,109500.0,4250.0,0.0,0.0,0.0,0.0,1875.0,178279000.0,5243500.0,166743300.0,334010950.0,11535700.0,0.0,0.0,0.0
139,128.333,51.883,4,156640.0,15136.0,90100.0,6545.0,25400.0,2355.0,5350.0,1000.0,0.0,0.0,1800.0,94624800.0,2742800.0,86909670.0,174155680.0,6072680.0,53500.0,0.0,0.0
140,100.3,41.3,0,0.0,0.0,183200.0,9500.0,35550.0,4000.0,14000.0,2000.0,0.0,0.0,1800.0,91238000.0,931000.0,16059750.0,34912500.0,3724000.0,2327500.0,0.0,0.0
141,-81.0,28.5,0,0.0,0.0,414850.0,24700.0,109500.0,4250.0,0.0,0.0,0.0,0.0,1875.0,178279000.0,5243500.0,166743300.0,334010950.0,11535700.0,0.0,0.0,0.0
142,111.5,37.8,0,0.0,0.0,183200.0,9500.0,35550.0,4000.0,14000.0,2000.0,0.0,0.0,1800.0,91238000.0,931000.0,16059750.0,34912500.0,3724000.0,2327500.0,0.0,0.0
143,63.4,45.6,4,156640.0,15136.0,90100.0,6545.0,22790.0,2410.0,0.0,0.0,0.0,0.0,1000.0,91640200.0,2695300.0,85710540.0,171690610.0,5929660.0,0.0,0.0,0.0
144,-81.0,28.5,0,0.0,0.0,414850.0,24700.0,109500.0,4250.0,0.0,0.0,0.0,0.0,1875.0,178279000.0,5243500.0,166743300.0,334010950.0,11535700.0,0.0,0.0,0.0
145,128.333,51.883,4,156640.0,15136.0,90100.0,6545.0,25400.0,2355.0,5350.0,1000.0,0.0,0.0,1800.0,94624800.0,2742800.0,86909670.0,174155680.0,6072680.0,53500.0,0.0,0.0
146,-120.6,34.7,2,406000.0,54400.0,203000.0,27200.0,27200.0,3420.0,0.0,0.0,0.0,0.0,3550.0,673099600.0,22267000.0,0.0,0.0,0.0,0.0,0.0,0.0
147,111.5,37.8,0,0.0,0.0,76000.0,7530.0,15075.0,1490.0,480.0,520.0,0.0,0.0,1500.0,31128700.0,915550.0,29114490.0,58320535.0,2014210.0,0.0,0.0,0.0
148,-52.8,5.2,0,0.0,0.0,87710.0,8533.0,23814.0,2486.0,10567.0,1433.0,577.0,688.0,540.0,37097666.0,3054583.0,27754470.0,13760742.0,1962688.0,5770.0,40045848.0,26493747.0
149,111.0,19.6,4,574000.0,49000.0,158250.0,17500.0,0.0,0.0,0.0,0.0,0.0,0.0,2400.0,362588500.0,11278750.0,182532000.0,365638000.0,12628000.0,0.0,0.0,0.0
150,-81.0,28.5,0,0.0,0.0,414850.0,24700.0,109500.0,4250.0,0.0,0.0,0.0,0.0,1875.0,178279000.0,5243500.0,166743300.0,334010950.0,11535700.0,0.0,0.0,0.0
151,100.3,41.3,0,0.0,0.0,183200.0,9500.0,35550.0,4000.0,14000.0,2000.0,0.0,0.0,1800.0,91238000.0,931000.0,16059750.0,34912500.0,3724000.0,2327500.0,0.0,0.0
152,-81.0,28.5,0,0.0,0.0,414850.0,24700.0,109500.0,4250.0,0.0,0.0,0.0,0.0,1875.0,178279000.0,5243500.0,166743300.0,334010950.0,11535700.0,0.0,0.0,0.0
153,102.0,28.2,0,0.0,0.0,162706.0,10000.0,54667.0,4000.0,0.0,0.0,0.0,0.0,800.0,85210216.0,869492.0,14998737.0,32605950.0,3477968.0,2173730.0,0.0,0.0
154,-81.0,28.5,0,0.0,0.0,414850.0,24700.0,109500.0,4250.0,0.0,0.0,0.0,0.0,1875.0,178279000.0,5243500.0,166743300.0,334010950.0,11535700.0,0.0,0.0,0.0
155,177.8655,-39.2609,0,0.0,0.0,9250.0,950.0,2100.0,250.0,245.0,40.0,0.0,0.0,44.0,3955040.0,114480.0,3626205.0,7266700.0,253620.0,2450.0,0.0,0.0
156,-81.0,28.5,0,0.0,0.0,414850.0,24700.0,109500.0,4250.0,0.0,0.0,0.0,0.0,1875.0,178279000.0,5243500.0,166743300.0,334010950.0,11535700.0,0.0,0.0,0.0
157,-81.0,28.5,2,88400.0,10200.0,284089.0,21054.0,20800.0,2028.0,0.0,0.0,0.0,0.0,2305.0,145293460.0,5778890.0,110407102.0,190865493.0,7664358.0,0.0,28995200.0,19182800.0
158,100.3,41.3,0,0.0,0.0,183200.0,9500.0,35550.0,4000.0,14000.0,2000.0,0.0,0.0,1800.0,91238000.0,931000.0,16059750.0,34912500.0,3724000.0,2327500.0,0.0,0.0
159,-81.0,28.5,0,0.0,0.0,414850.0,24700.0,109500.0,4250.0,0.0,0.0,0.0,0.0,1875.0,178279000.0,5243500.0,166743300.0,334010950.0,11535700.0,0.0,0.0,0.0
160,128.333,51.883,4,156640.0,15136.0,90100.0,6545.0,25400.0,2355.0,5350.0,1000.0,0.0,0.0,1800.0,94624800.0,2742800.0,86909670.0,174155680.0,6072680.0,53500.0,0.0,0.0
161,111.0,19.6,4,301000.0,24000.0,174000.0,12250.0,65000.0,5750.0,0.0,0.0,0.0,0.0,2800.0,183600000.0,5400000.0,171720000.0,343980000.0,11880000.0,0.0,0.0,0.0
162,102.0,28.2,4,164400.0,14200.0,186200.0,11200.0,41000.0,3924.0,18196.5,2770.0,0.0,0.0,1500.0,172759097.0,2203277.5,27020400.0,58740000.0,6265600.0,3916000.0,0.0,0.0
163,-81.0,28.5,0,0.0,0.0,414850.0,24700.0,109500.0,4250.0,0.0,0.0,0.0,0.0,1875.0,178279000.0,5243500.0,166743300.0,334010950.0,11535700.0,0.0,0.0,0.0
164,-81.0,28.5,0,0.0,0.0,414850.0,24700.0,109500.0,4250.0,0.0,0.0,0.0,0.0,1875.0,178279000.0,5243500.0,166743300.0,334010950.0,11535700.0,0.0,0.0,0.0
165,111.5,37.8,0,0.0,0.0,182000.0,9500.0,52700.0,4000.0,0.0,0.0,0.0,0.0,750.0,92002400.0,938800.0,16194300.0,35205000.0,3755200.0,2347000.0,0.0,0.0
166,53.920601,35.234338,0,0.0,0.0,63000.0,12700.0,8000.0,1600.0,185.0,230.0,0.0,0.0,120.0,27887870.0,288625.0,4940995.0,10670720.0,1138960.0,710000.0,60680.0,40145.0
167,-120.6,34.7,0,0.0,0.0,15032.0,1386.0,3923.0,416.0,770.0,108.0,0.0,0.0,1756.0,5956950.0,493125.0,4477575.0,2209200.0,315600.0,0.0,6469800.0,4280325.0
168,-75.46,37.85,0,0.0,0.0,20785.0,2292.0,6237.0,795.0,3915.0,403.5,776.1,152.55,300.0,9577356.2,792827.5,7198873.699999999,3551867.1999999997,507409.6,0.0,10401896.799999999,6881742.699999999
169,100.3,41.3,4,157200.0,12400.0,186750.0,11000.0,88750.0,5500.0,0.0,0.0,0.0,0.0,6000.0,169618400.0,1730800.0,29856300.0,64905000.0,6923200.0,4327000.0,0.0,0.0
170,-81.0,28.5,0,0.0,0.0,414850.0,24700.0,109500.0,4250.0,0.0,0.0,0.0,0.0,1875.0,178279000.0,5243500.0,166743300.0,334010950.0,11535700.0,0.0,0.0,0.0
171,102.0,28.2,0,0.0,0.0,162706.0,10000.0,54667.0,4000.0,0.0,0.0,0.0,0.0,800.0,85210216.0,869492.0,14998737.0,32605950.0,3477968.0,2173730.0,0.0,0.0
172,53.920601,35.234338,0,0.0,0.0,63000.0,12700.0,8000.0,1600.0,185.0,230.0,0.0,0.0,120.0,27887870.0,288625.0,4940995.0,10670720.0,1138960.0,710000.0,60680.0,40145.0
173,40.6,62.8,4,156640.0,15136.0,90100.0,6545.0,21640.0,2710.0,0.0,0.0,0.0,0.0,1000.0,91249200.0,2683800.0,85344840.0,170958060.0,5904360.0,0.0,0.0,0.0
174,63.4,45.6,4,156640.0,15136.0,90100.0,6545.0,22790.0,2410.0,0.0,0.0,0.0,0.0,1000.0,91640200.0,2695300.0,85710540.0,171690610.0,5929660.0,0.0,0.0,0.0
175,118.1517,35.0594,0,0.0,0.0,20000.0,3000.0,2750.0,250.0,0.0,0.0,0.0,0.0,100.0,7735000.0,227500.0,7234500.0,14491750.0,500500.0,0.0,0.0,0.0
176,-81.0,28.5,0,0.0,0.0,414850.0,24700.0,109500.0,4250.0,0.0,0.0,0.0,0.0,1875.0,178279000.0,5243500.0,166743300.0,334010950.0,11535700.0,0.0,0.0,0.0
177,128.333,51.883,4,156640.0,15136.0,90100.0,6545.0,25400.0,2355.0,5350.0,1000.0,0.0,0.0,1800.0,94624800.0,2742800.0,86909670.0,174155680.0,6072680.0,53500.0,0.0,0.0
178,111.5,37.8,0,0.0,0.0,182000.0,9500.0,52700.0,4000.0,0.0,0.0,0.0,0.0,750.0,92002400.0,938800.0,16194300.0,35205000.0,3755200.0,2347000.0,0.0,0.0
179,100.3,41.3,0,0.0,0.0,183200.0,9500.0,35550.0,4000.0,14000.0,2000.0,0.0,0.0,1800.0,91238000.0,931000.0,16059750.0,34912500.0,3724000.0,2327500.0,0.0,0.0
180,102.0,28.2,2,82200.0,7100.0,186200.0,11200.0,41000.0,3924.0,18196.5,2770.0,0.0,0.0,1500.0,140536697.0,1874477.5,21348600.0,46410000.0,4950400.0,3094000.0,0.0,0.0
181,111.5,37.8,0,0.0,0.0,76000.0,7530.0,15075.0,1490.0,480.0,520.0,0.0,0.0,1500.0,31128700.0,915550.0,29114490.0,58320535.0,2014210.0,0.0,0.0,0.0
182,102.0,28.2,0,0.0,0.0,162706.0,10000.0,54667.0,4000.0,0.0,0.0,0.0,0.0,800.0,85210216.0,869492.0,14998737.0,32605950.0,3477968.0,2173730.0,0.0,0.0
183,63.4,45.6,0,0.0,0.0,428300.0,30600.0,157300.0,11000.0,46562.0,3500.0,0.0,0.0,2000.0,247807504.0,2528648.0,43619178.0,94824300.0,10114592.0,6321620.0,0.0,0.0
184,100.3,41.3,0,0.0,0.0,182000.0,9500.0,52700.0,4000.0,0.0,0.0,0.0,0.0,750.0,92002400.0,938800.0,16194300.0,35205000.0,3755200.0,2347000.0,0.0,0.0
185,177.8655,-39.2609,0,0.0,0.0,9250.0,950.0,2100.0,250.0,245.0,40.0,0.0,0.0,44.0,3955040.0,114480.0,3626205.0,7266700.0,253620.0,2450.0,0.0,0.0
186,-52.8,5.2,2,480000.0,31000.0,170000.0,14700.0,14900.0,4540.0,0.0,0.0,0.0,0.0,2675.0,340584200.0,18471500.0,108960000.0,53760000.0,7680000.0,0.0,157440000.0,104160000.0
187,100.3,41.3,0,0.0,0.0,14356.0,1744.0,8776.0,974.0,2618.0,282.0,1050.0,300.0,1756.0,8093600.0,670000.0,6083600.0,3001600.0,428800.0,0.0,8790400.0,5815600.0
188,111.5,37.8,0,0.0,0.0,76000.0,7530.0,15075.0,1490.0,480.0,520.0,0.0,0.0,1500.0,31128700.0,915550.0,29114490.0,58320535.0,2014210.0,0.0,0.0,0.0
189,102.0,28.2,4,164400.0,14200.0,186200.0,11200.0,41000.0,3924.0,18196.5,2770.0,0.0,0.0,1500.0,172759097.0,2203277.5,27020400.0,58740000.0,6265600.0,3916000.0,0.0,0.0
190,-75.46,37.85,0,0.0,0.0,242200.0,19700.0,24924.0,1392.0,0.0,0.0,0.0,0.0,971.0,89875048.0,3045100.0,82677348.0,157072888.0,5727184.0,0.0,8175072.0,5408508.0
191,80.4,13.9,4,169200.0,22400.0,138100.0,28300.0,39450.0,5500.0,14996.0,2601.0,0.0,5500.0,1756.0,136563768.0,5465060.0,50659350.0,45582900.0,5548000.0,1775500.0,55497600.0,36716400.0
192,-52.8,5.2,0,0.0,0.0,87710.0,8533.0,23814.0,2486.0,10567.0,1433.0,577.0,688.0,540.0,37097666.0,3054583.0,27754470.0,13760742.0,1962688.0,5770.0,40045848.0,26493747.0
193,111.5,37.8,0,0.0,0.0,183200.0,9500.0,35550.0,4000.0,14000.0,2000.0,0.0,0.0,1800.0,91238000.0,931000.0,16059750.0,34912500.0,3724000.0,2327500.0,0.0,0.0
194,63.4,45.6,4,156640.0,15136.0,90100.0,6545.0,25400.0,2355.0,5350.0,1000.0,0.0,0.0,1800.0,94624800.0,2742800.0,86909670.0,174155680.0,6072680.0,53500.0,0.0,0.0
195,100.3,41.3,0,0.0,0.0,162706.0,10000.0,54667.0,4000.0,1350.0,2500.0,0.0,0.0,800.0,85739416.0,874892.0,15091887.0,32808450.0,3499568.0,2187230.0,0.0,0.0
196,102.0,28.2,4,164400.0,14200.0,186200.0,11200.0,41000.0,3924.0,18196.5,2770.0,0.0,0.0,1500.0,172759097.0,2203277.5,27020400.0,58740000.0,6265600.0,3916000.0,0.0,0.0
197,-152.2,57.6,0,0.0,0.0,9250.0,950.0,2100.0,250.0,0.0,0.0,0.0,0.0,44.0,3859000.0,113500.0,3609300.0,7229950.0,249700.0,0.0,0.0,0.0
198,-81.0,28.5,0,0.0,0.0,414850.0,24700.0,109500.0,4250.0,0.0,0.0,0.0,0.0,1875.0,178279000.0,5243500.0,166743300.0,334010950.0,11535700.0,0.0,0.0,0.0
199,-120.6,34.7,0,0.0,0.0,41905.0,2895.0,7091.0,909.0,0.0,0.0,0.0,0.0,1756.0,16658640.0,489960.0,15580728.0,31210452.0,1077912.0,0.0,0.0,0.0
200,111.5,37.8,0,0.0,0.0,183200.0,9500.0,35550.0,4000.0,14000.0,2000.0,0.0,0.0,1800.0,91238000.0,931000.0,16059750.0,34912500.0,3724000.0,2327500.0,0.0,0.0
201,102.0,28.2,4,164400.0,14200.0,186200.0,11200.0,41000.0,3924.0,18196.5,2770.0,0.0,0.0,1500.0,172759097.0,2203277.5,27020400.0,58740000.0,6265600.0,3916000.0,0.0,0.0
202,40.6,62.8,0,0.0,0.0,119000.0,9300.0,25400.0,2355.0,0.0,0.0,0.0,0.0,1000.0,49096000.0,1444000.0,45919200.0,91982800.0,3176800.0,0.0,0.0,0.0
203,-120.6,34.7,0,0.0,0.0,414850.0,24700.0,109500.0,4250.0,0.0,0.0,0.0,0.0,1875.0,178279000.0,5243500.0,166743300.0,334010950.0,11535700.0,0.0,0.0,0.0
204,63.4,45.6,4,156640.0,15136.0,90100.0,6545.0,25400.0,2355.0,5350.0,1000.0,0.0,0.0,1800.0,94624800.0,2742800.0,86909670.0,174155680.0,6072680.0,53500.0,0.0,0.0
205,-81.0,28.5,0,0.0,0.0,414850.0,24700.0,109500.0,4250.0,0.0,0.0,0.0,0.0,1875.0,178279000.0,5243500.0,166743300.0,334010950.0,11535700.0,0.0,0.0,0.0
206,111.0,19.6,4,301000.0,24000.0,174000.0,12250.0,65000.0,5750.0,0.0,0.0,0.0,0.0,2800.0,183600000.0,5400000.0,171720000.0,343980000.0,11880000.0,0.0,0.0,0.0
207,100.3,41.3,0,0.0,0.0,16000.0,621.0,8000.0,686.0,3000.0,183.0,1000.0,200.0,1756.0,8546000.0,679000.0,6198000.0,3174000.0,448000.0,10000.0,8856000.0,5859000.0
208,102.0,28.2,4,164400.0,14200.0,186200.0,11200.0,41000.0,3924.0,18196.5,2770.0,0.0,0.0,1500.0,172759097.0,2203277.5,27020400.0,58740000.0,6265600.0,3916000.0,0.0,0.0
209,-120.6,34.7,0,0.0,0.0,284089.0,21054.0,20800.0,2030.0,0.0,0.0,0.0,0.0,2305.0,118596660.0,3568890.0,90340302.0,180964693.0,6249958.0,0.0,0.0,0.0
210,63.4,45.6,4,156640.0,15136.0,90100.0,6545.0,22790.0,2410.0,0.0,0.0,0.0,0.0,1000.0,91640200.0,2695300.0,85710540.0,171690610.0,5929660.0,0.0,0.0,0.0
211,128.333,51.883,4,156640.0,15136.0,90100.0,6545.0,25400.0,2355.0,5350.0,1000.0,0.0,0.0,1800.0,94624800.0,2742800.0,86909670.0,174155680.0,6072680.0,53500.0,0.0,0.0
212,111.5,37.8,0,0.0,0.0,182000.0,9500.0,52700.0,4000.0,0.0,0.0,0.0,0.0,750.0,92002400.0,938800.0,16194300.0,35205000.0,3755200.0,2347000.0,0.0,0.0
213,100.3,41.3,4,157200.0,12400.0,186750.0,11000.0,88750.0,5500.0,0.0,0.0,0.0,0.0,6000.0,169618400.0,1730800.0,29856300.0,64905000.0,6923200.0,4327000.0,0.0,0.0
214,-81.0,28.5,0,0.0,0.0,284089.0,21054.0,20800.0,2030.0,0.0,0.0,0.0,0.0,2305.0,118596660.0,3568890.0,90340302.0,180964693.0,6249958.0,0.0,0.0,0.0
216,102.0,28.2,4,164400.0,14200.0,186200.0,11200.0,41000.0,3924.0,18196.5,2770.0,0.0,0.0,1500.0,172759097.0,2203277.5,27020400.0,58740000.0,6265600.0,3916000.0,0.0,0.0
217,-52.8,5.2,2,480000.0,31000.0,170000.0,14700.0,14900.0,4540.0,0.0,0.0,0.0,0.0,2675.0,340584200.0,18471500.0,108960000.0,53760000.0,7680000.0,0.0,157440000.0,104160000.0
218,130.6,30.4,2,130000.0,21000.0,101100.0,12900.0,16900.0,3100.0,0.0,0.0,0.0,0.0,1400.0,164104000.0,7380000.0,29510000.0,14560000.0,2080000.0,0.0,42640000.0,28210000.0
219,100.3,41.3,0,0.0,0.0,16000.0,621.0,8000.0,686.0,3000.0,183.0,1000.0,200.0,1756.0,8546000.0,679000.0,6198000.0,3174000.0,448000.0,10000.0,8856000.0,5859000.0
220,63.4,45.6,4,156640.0,15136.0,90100.0,6545.0,22790.0,2410.0,0.0,0.0,0.0,0.0,1000.0,91640200.0,2695300.0,85710540.0,171690610.0,5929660.0,0.0,0.0,0.0
221,100.3,41.3,0,0.0,0.0,162706.0,10000.0,54667.0,4000.0,1350.0,2500.0,0.0,0.0,800.0,85739416.0,874892.0,15091887.0,32808450.0,3499568.0,2187230.0,0.0,0.0
222,111.5,37.8,0,0.0,0.0,76000.0,7530.0,15075.0,1490.0,480.0,520.0,0.0,0.0,1500.0,31128700.0,915550.0,29114490.0,58320535.0,2014210.0,0.0,0.0,0.0
223,102.0,28.2,0,0.0,0.0,182000.0,9500.0,52700.0,4000.0,0.0,0.0,0.0,0.0,750.0,92002400.0,938800.0,16194300.0,35205000.0,3755200.0,2347000.0,0.0,0.0
224,131.1,31.2,0,0.0,0.0,66300.0,8700.0,15000.0,2000.0,2500.0,800.0,145.0,155.0,1000.0,25364440.0,2095580.0,19032605.0,9407350.0,1343120.0,1450.0,27486400.0,18184600.0
225,-81.0,28.5,0,0.0,0.0,414850.0,24700.0,109500.0,4250.0,0.0,0.0,0.0,0.0,1875.0,178279000.0,5243500.0,166743300.0,334010950.0,11535700.0,0.0,0.0,0.0
226,-81.0,28.5,0,0.0,0.0,414850.0,24700.0,109500.0,4250.0,0.0,0.0,0.0,0.0,1875.0,178279000.0,5243500.0,166743300.0,334010950.0,11535700.0,0.0,0.0,0.0
227,-52.8,5.2,0,0.0,0.0,87710.0,8533.0,23814.0,2486.0,10567.0,1433.0,577.0,688.0,540.0,37097666.0,3054583.0,27754470.0,13760742.0,1962688.0,5770.0,40045848.0,26493747.0
228,177.8655,-39.2609,0,0.0,0.0,9250.0,950.0,2100.0,250.0,245.0,40.0,0.0,0.0,44.0,3955040.0,114480.0,3626205.0,7266700.0,253620.0,2450.0,0.0,0.0
229,111.5,37.8,0,0.0,0.0,183200.0,9500.0,35550.0,4000.0,14000.0,2000.0,0.0,0.0,1800.0,91238000.0,931000.0,16059750.0,34912500.0,3724000.0,2327500.0,0.0,0.0
230,-152.2,57.6,0,0.0,0.0,9250.0,950.0,2100.0,250.0,0.0,0.0,0.0,0.0,44.0,3859000.0,113500.0,3609300.0,7229950.0,249700.0,0.0,0.0,0.0
231,100.3,41.3,0,0.0,0.0,183200.0,9500.0,35550.0,4000.0,14000.0,2000.0,0.0,0.0,1800.0,91238000.0,931000.0,16059750.0,34912500.0,3724000.0,2327500.0,0.0,0.0
232,-120.6,34.7,0,0.0,0.0,414850.0,24700.0,109500.0,4250.0,0.0,0.0,0.0,0.0,1875.0,178279000.0,5243500.0,166743300.0,334010950.0,11535700.0,0.0,0.0,0.0
233,63.4,45.6,4,156640.0,15136.0,90100.0,6545.0,21640.0,2710.0,0.0,0.0,0.0,0.0,1000.0,91249200.0,2683800.0,85344840.0,170958060.0,5904360.0,0.0,0.0,0.0
234,100.3,41.3,0,0.0,0.0,16000.0,621.0,8000.0,686.0,3000.0,183.0,1000.0,200.0,1756.0,8546000.0,679000.0,6198000.0,3174000.0,448000.0,10000.0,8856000.0,5859000.0
235,40.6,62.8,4,156640.0,15136.0,90100.0,6545.0,25400.0,2355.0,5350.0,1000.0,0.0,0.0,1800.0,94624800.0,2742800.0,86909670.0,174155680.0,6072680.0,53500.0,0.0,0.0
236,102.0,28.2,4,164400.0,14200.0,186200.0,11200.0,41000.0,3924.0,18196.5,2770.0,0.0,0.0,1500.0,172759097.0,2203277.5,27020400.0,58740000.0,6265600.0,3916000.0,0.0,0.0
237,-81.0,28.5,0,0.0,0.0,414850.0,24700.0,109500.0,4250.0,0.0,0.0,0.0,0.0,1875.0,178279000.0,5243500.0,166743300.0,334010950.0,11535700.0,0.0,0.0,0.0
238,-52.8,5.2,4,156640.0,15136.0,90100.0,6545.0,21640.0,2710.0,7100.0,1050.0,0.0,0.0,1700.0,94032400.0,2712200.0,85834740.0,172023060.0,6017960.0,71000.0,0.0,0.0
239,100.3,41.3,0,0.0,0.0,12750.0,1240.0,12750.0,1376.0,1890.0,684.0,166.0,71.0,57.0,8336852.0,685414.0,6228984.0,3092580.0,440896.0,1660.0,8983920.0,5943630.0
240,-81.0,28.5,5,221000.0,25500.0,284089.0,21351.0,20800.0,2030.0,0.0,0.0,0.0,0.0,3524.0,185338660.0,9093890.0,140507302.0,205716693.0,9785958.0,0.0,72488000.0,47957000.0
241,63.4,45.6,4,156640.0,15136.0,90100.0,6545.0,22790.0,2410.0,0.0,0.0,0.0,0.0,1000.0,91640200.0,2695300.0,85710540.0,171690610.0,5929660.0,0.0,0.0,0.0
242,177.8655,-39.2609,0,0.0,0.0,9250.0,950.0,2100.0,250.0,245.0,40.0,0.0,0.0,44.0,3955040.0,114480.0,3626205.0,7266700.0,253620.0,2450.0,0.0,0.0
243,-81.0,28.5,0,0.0,0.0,414850.0,24700.0,109500.0,4250.0,0.0,0.0,0.0,0.0,1875.0,178279000.0,5243500.0,166743300.0,334010950.0,11535700.0,0.0,0.0,0.0
244,100.3,41.3,0,0.0,0.0,183200.0,9500.0,35550.0,4000.0,14000.0,2000.0,0.0,0.0,1800.0,91238000.0,931000.0,16059750.0,34912500.0,3724000.0,2327500.0,0.0,0.0
245,63.4,45.6,0,0.0,0.0,428300.0,30600.0,157300.0,11000.0,46562.0,3500.0,19800.0,2370.0,2000.0,255569104.0,2607848.0,44985378.0,97794300.0,10431392.0,6519620.0,0.0,0.0
246,102.0,28.2,4,164400.0,14200.0,186200.0,11200.0,41000.0,3924.0,18196.5,2770.0,0.0,0.0,1500.0,172759097.0,2203277.5,27020400.0,58740000.0,6265600.0,3916000.0,0.0,0.0
247,100.3,41.3,0,0.0,0.0,16000.0,621.0,8000.0,686.0,3000.0,183.0,1000.0,200.0,1756.0,8546000.0,679000.0,6198000.0,3174000.0,448000.0,10000.0,8856000.0,5859000.0
248,-120.6,34.7,0,0.0,0.0,414850.0,24700.0,109500.0,4250.0,0.0,0.0,0.0,0.0,1875.0,178279000.0,5243500.0,166743300.0,334010950.0,11535700.0,0.0,0.0,0.0
249,-81.0,28.5,0,0.0,0.0,414850.0,24700.0,109500.0,4250.0,0.0,0.0,0.0,0.0,1875.0,178279000.0,5243500.0,166743300.0,334010950.0,11535700.0,0.0,0.0,0.0
250,-81.0,28.5,0,0.0,0.0,414850.0,24700.0,109500.0,4250.0,0.0,0.0,0.0,0.0,1875.0,178279000.0,5243500.0,166743300.0,334010950.0,11535700.0,0.0,0.0,0.0
251,130.6,30.4,4,260000.0,42000.0,101100.0,12900.0,16900.0,3100.0,0.0,0.0,0.0,0.0,1400.0,203364000.0,10630000.0,59020000.0,29120000.0,4160000.0,0.0,85280000.0,56420000.0
252,111.0,19.6,4,301000.0,24000.0,174000.0,12250.0,65000.0,5750.0,18200.0,2740.0,0.0,0.0,2500.0,202855600.0,6037000.0,171720000.0,343980000.0,11880000.0,0.0,0.0,0.0
253,-52.8,5.2,2,480000.0,31000.0,170000.0,14700.0,14900.0,4540.0,0.0,0.0,0.0,0.0,2675.0,340584200.0,18471500.0,108960000.0,53760000.0,7680000.0,0.0,157440000.0,104160000.0
254,111.5,37.8,0,0.0,0.0,183200.0,9500.0,35550.0,4000.0,14000.0,2000.0,0.0,0.0,1800.0,91238000.0,931000.0,16059750.0,34912500.0,3724000.0,2327500.0,0.0,0.0
255,63.4,45.6,4,156640.0,15136.0,90100.0,6545.0,25400.0,2355.0,5350.0,1000.0,0.0,0.0,1800.0,94624800.0,2742800.0,86909670.0,174155680.0,6072680.0,53500.0,0.0,0.0
256,40.6,62.8,4,530400.0,39200.0,132600.0,9800.0,35800.0,4000.0,18700.0,2900.0,0.0,0.0,1600.0,243950000.0,7175000.0,228165000.0,457047500.0,15785000.0,0.0,0.0,0.0
257,100.3,41.3,0,0.0,0.0,182000.0,9500.0,52700.0,4000.0,0.0,0.0,0.0,0.0,750.0,92002400.0,938800.0,16194300.0,35205000.0,3755200.0,2347000.0,0.0,0.0
258,102.0,28.2,4,164400.0,14200.0,186200.0,11200.0,41000.0,3924.0,18196.5,2770.0,0.0,0.0,1500.0,172759097.0,2203277.5,27020400.0,58740000.0,6265600.0,3916000.0,0.0,0.0
259,53.920601,35.234338,0,0.0,0.0,63000.0,12700.0,8000.0,1600.0,185.0,230.0,0.0,0.0,120.0,27887870.0,288625.0,4940995.0,10670720.0,1138960.0,710000.0,60680.0,40145.0
260,-81.0,28.5,0,0.0,0.0,414850.0,24700.0,109500.0,4250.0,0.0,0.0,0.0,0.0,1875.0,178279000.0,5243500.0,166743300.0,334010950.0,11535700.0,0.0,0.0,0.0
