,launches,COSPAR_ID,Time(UTC),Date,Longitude,Latitude,Rocket_Name,DISCOSweb_Rocket_ID,Megaconstellation_Flag,Booster_No,Booster_PropMass,Booster_Fuel_Type,Booster_StageMass,Stage1_PropMass,Stage1_Fuel_Type,Stage1_StageMass,Stage2_PropMass,Stage2_Fuel_Type,Stage2_StageMass,Stage3_PropMass,Stage3_Fuel_Type,Stage3_StageMass,Stage4_PropMass,Stage4_Fuel_Type,Stage4_StageMass,Fairing_Mass,Proxy_Rocket
103,103,2020-095,1.2,20201211,-81.0,28.5,Delta 4H,203,False,2,406000.0,Hydrogen,54400.0,203000.0,Hydrogen,27200.0,27200.0,Hydrogen,3420.0,0.0,,0.0,0.0,,0.0,3550.0,
104,104,2020-096,17.52,20201213,-81.0,28.5,Falcon 9 v1.2,284,False,0,0.0,,0.0,414850.0,Kerosene,24700.0,109500.0,Kerosene,4250.0,0.0,,0.0,0.0,,0.0,1875.0,
105,105,2020-097,5.76,20201214,40.6,62.8,Angara A5,130,False,4,530400.0,Kerosene,39200.0,132600.0,Kerosene,9800.0,35800.0,Kerosene,4000.0,19800.0,Hypergolic,2370.0,0.0,,0.0,1600.0,
106,106,2020-098,10.08,20201215,177.8655,-39.2609,Electron (Curie),91285,False,0,0.0,,0.0,9250.0,Kerosene,950.0,2100.0,Kerosene,250.0,245.0,Hypergolic,40.0,0.0,,0.0,44.0,
107,107,2020-F10,20.88,20201215,-152.2,57.6,Astra Rocket 3,99082,False,0,0.0,,0.0,9250.0,Kerosene,950.0,2100.0,Kerosene,250.0,0.0,,0.0,0.0,,0.0,44.0,Electron
108,108,2020-099,10.08,20201217,80.4,13.9,PSLV-XL,249,False,6,73200.0,Solid,14130.0,138600.0,Solid,30100.0,41500.0,Hypergolic,5350.0,7625.0,Solid,900.0,2250.0,Hypergolic,670.0,1125.0,
109,109,2020-100,12.48,20201218,128.333,51.883,Soyuz-2-1B Fregat,262,True,4,156640.0,Kerosene,15136.0,90100.0,Kerosene,6545.0,25400.0,Kerosene,2355.0,5350.0,Hypergolic,1000.0,0.0,,0.0,1800.0,
110,110,2020-101,13.92,20201219,-81.0,28.5,Falcon 9 v1.2,284,False,0,0.0,,0.0,414850.0,Kerosene,24700.0,109500.0,Kerosene,4250.0,0.0,,0.0,0.0,,0.0,1875.0,
111,111,2020-102,4.56,20201222,111.0,19.6,Long March (CZ) 8,102354,False,2,151000.0,Kerosene,12000.0,174000.0,Kerosene,12500.0,18199.0,Hydrogen,2740.0,0.0,,0.0,0.0,,0.0,2500.0,
112,112,2020-103,15.84,20201227,100.3,41.3,Long March (CZ) 4C,247,False,0,0.0,,0.0,183200.0,Hypergolic,9500.0,35550.0,Hypergolic,4000.0,14000.0,Hypergolic,2000.0,0.0,,0.0,1800.0,
113,113,2020-104,16.8,20201229,-52.8,5.2,Soyuz-ST-A Fregat-M,91815,False,4,156640.0,Kerosene,15136.0,90100.0,Kerosene,6545.0,22830.0,Kerosene,2470.0,5750.0,Hypergolic,960.0,0.0,,0.0,1700.0,
114,114,2021-001,2.1599999999999997,20210108,-81.0,28.5,Falcon 9 v1.2,284,False,0,0.0,,0.0,414850.0,Kerosene,24700.0,109500.0,Kerosene,4250.0,0.0,,0.0,0.0,,0.0,1875.0,
115,115,2021-002,19.68,20210117,118.1517,35.0594,LauncherOne,98410,False,0,0.0,,0.0,20000.0,Kerosene,3000.0,2750.0,Kerosene,250.0,0.0,,0.0,0.0,,0.0,100.0,
116,116,2021-003,16.32,20210119,102.0,28.2,Long March (CZ) 3B,64,False,4,164400.0,Hypergolic,14200.0,186200.0,Hypergolic,11200.0,41000.0,Hypergolic,3924.0,18196.5,Hydrogen,2770.0,0.0,,0.0,1500.0,
117,117,2021-004,7.44,20210120,177.8655,-39.2609,Electron (Curie),91285,False,0,0.0,,0.0,9250.0,Kerosene,950.0,2100.0,Kerosene,250.0,245.0,Hypergolic,40.0,0.0,,0.0,44.0,
118,118,2021-005,12.959999999999999,20210120,-81.0,28.5,Falcon 9 v1.2,284,True,0,0.0,,0.0,414850.0,Kerosene,24700.0,109500.0,Kerosene,4250.0,0.0,,0.0,0.0,,0.0,1875.0,
119,119,2021-006,14.88,20210124,-81.0,28.5,Falcon 9 v1.2,284,True,0,0.0,,0.0,414850.0,Kerosene,24700.0,109500.0,Kerosene,4250.0,0.0,,0.0,0.0,,0.0,1875.0,
120,120,2021-007,4.8,20210129,100.3,41.3,Long March (CZ) 4C,247,False,0,0.0,,0.0,183200.0,Hypergolic,9500.0,35550.0,Hypergolic,4000.0,14000.0,Hypergolic,2000.0,0.0,,0.0,1800.0,
121,121,2021-F01,8.16,20210201,100.3,41.3,Shuang Quxian-1,92490,False,0,0.0,,0.0,14356.0,Solid,1744.0,8776.0,Solid,974.0,2618.0,Solid,282.0,1050.0,Solid,300.0,1756.0,
122,122,2021-008,20.64,20210202,40.6,62.8,Soyuz-2-1B,239,False,4,156640.0,Kerosene,15136.0,90100.0,Kerosene,6545.0,21640.0,Kerosene,2710.0,0.0,,0.0,0.0,,0.0,1000.0,
123,123,2021-009,6.24,20210204,-81.0,28.5,Falcon 9 v1.2,284,True,0,0.0,,0.0,414850.0,Kerosene,24700.0,109500.0,Kerosene,4250.0,0.0,,0.0,0.0,,0.0,1875.0,
124,124,2021-010,15.6,20210204,102.0,28.2,Long March (CZ) 3B,64,False,4,164400.0,Hypergolic,14200.0,186200.0,Hypergolic,11200.0,41000.0,Hypergolic,3924.0,18196.5,Hydrogen,2770.0,0.0,,0.0,1500.0,
125,125,2021-011,4.8,20210215,63.4,45.6,Soyuz-2-1A,237,False,4,156640.0,Kerosene,15136.0,90100.0,Kerosene,6545.0,22790.0,Kerosene,2410.0,0.0,,0.0,0.0,,0.0,1000.0,
126,126,2021-012,4.08,20210216,-81.0,28.5,Falcon 9 v1.2,284,True,0,0.0,,0.0,414850.0,Kerosene,24700.0,109500.0,Kerosene,4250.0,0.0,,0.0,0.0,,0.0,1875.0,
127,127,2021-013,17.52,20210220,-75.46,37.85,Antares 230,278,False,0,0.0,,0.0,242200.0,Kerosene,19700.0,24924.0,Solid,1392.0,0.0,,0.0,0.0,,0.0,971.0,
128,128,2021-014,2.4,20210224,100.3,41.3,Long March (CZ) 4C,247,False,0,0.0,,0.0,183200.0,Hypergolic,9500.0,35550.0,Hypergolic,4000.0,14000.0,Hypergolic,2000.0,0.0,,0.0,1800.0,
129,129,2021-015,4.8,20210228,80.4,13.9,PSLV-DL,91880,False,2,24400.0,Solid,4710.0,138600.0,Solid,30100.0,41500.0,Hypergolic,5350.0,7625.0,Solid,900.0,2250.0,Hypergolic,670.0,1125.0,
130,130,2021-016,6.96,20210228,63.4,45.6,Soyuz-2-1B Fregat,262,False,4,156640.0,Kerosene,15136.0,90100.0,Kerosene,6545.0,25400.0,Kerosene,2355.0,5350.0,Hypergolic,1000.0,0.0,,0.0,1800.0,
131,131,2021-017,8.4,20210304,-81.0,28.5,Falcon 9 v1.2,284,True,0,0.0,,0.0,414850.0,Kerosene,24700.0,109500.0,Kerosene,4250.0,0.0,,0.0,0.0,,0.0,1875.0,
132,132,2021-018,8.16,20210311,-81.0,28.5,Falcon 9 v1.2,284,True,0,0.0,,0.0,414850.0,Kerosene,24700.0,109500.0,Kerosene,4250.0,0.0,,0.0,0.0,,0.0,1875.0,
133,133,2021-019,17.76,20210311,111.0,19.6,Long March (CZ) 7A,98084,False,4,301000.0,Kerosene,24000.0,174000.0,Kerosene,12250.0,65000.0,Kerosene,5750.0,18200.0,Hydrogen,2740.0,0.0,,0.0,2500.0,
134,134,2021-020,2.4,20210313,100.3,41.3,Long March (CZ) 4C,247,False,0,0.0,,0.0,183200.0,Hypergolic,9500.0,35550.0,Hypergolic,4000.0,14000.0,Hypergolic,2000.0,0.0,,0.0,1800.0,
135,135,2021-021,10.08,20210314,-81.0,28.5,Falcon 9 v1.2,284,True,0,0.0,,0.0,414850.0,Kerosene,24700.0,109500.0,Kerosene,4250.0,0.0,,0.0,0.0,,0.0,1875.0,
136,136,2021-022,6.0,20210322,63.4,45.6,Soyuz-2-1A Fregat,261,False,4,156640.0,Kerosene,15136.0,90100.0,Kerosene,6545.0,22790.0,Kerosene,2410.0,5350.0,Hypergolic,1000.0,0.0,,0.0,1800.0,
137,137,2021-023,22.560000000000002,20210322,177.8655,-39.2609,Electron (Curie),91285,False,0,0.0,,0.0,9250.0,Kerosene,950.0,2100.0,Kerosene,250.0,245.0,Hypergolic,40.0,0.0,,0.0,44.0,
138,138,2021-024,8.4,20210324,-81.0,28.5,Falcon 9 v1.2,284,True,0,0.0,,0.0,414850.0,Kerosene,24700.0,109500.0,Kerosene,4250.0,0.0,,0.0,0.0,,0.0,1875.0,
139,139,2021-025,2.88,20210325,128.333,51.883,Soyuz-2-1B Fregat,262,True,4,156640.0,Kerosene,15136.0,90100.0,Kerosene,6545.0,25400.0,Kerosene,2355.0,5350.0,Hypergolic,1000.0,0.0,,0.0,1800.0,
140,140,2021-026,22.8,20210330,100.3,41.3,Long March (CZ) 4C,247,False,0,0.0,,0.0,183200.0,Hypergolic,9500.0,35550.0,Hypergolic,4000.0,14000.0,Hypergolic,2000.0,0.0,,0.0,1800.0,
141,141,2021-027,16.560000000000002,20210407,-81.0,28.5,Falcon 9 v1.2,284,True,0,0.0,,0.0,414850.0,Kerosene,24700.0,109500.0,Kerosene,4250.0,0.0,,0.0,0.0,,0.0,1875.0,
142,142,2021-028,23.040000000000003,20210408,111.5,37.8,Long March (CZ) 4B,109,False,0,0.0,,0.0,183200.0,Hypergolic,9500.0,35550.0,Hypergolic,4000.0,14000.0,Hypergolic,2000.0,0.0,,0.0,1800.0,
143,143,2021-029,7.680000000000001,20210409,63.4,45.6,Soyuz-2-1A,237,False,4,156640.0,Kerosene,15136.0,90100.0,Kerosene,6545.0,22790.0,Kerosene,2410.0,0.0,,0.0,0.0,,0.0,1000.0,
144,144,2021-030,9.84,20210423,-81.0,28.5,Falcon 9 v1.2,284,False,0,0.0,,0.0,414850.0,Kerosene,24700.0,109500.0,Kerosene,4250.0,0.0,,0.0,0.0,,0.0,1875.0,
145,145,2021-031,22.32,20210425,128.333,51.883,Soyuz-2-1B Fregat,262,True,4,156640.0,Kerosene,15136.0,90100.0,Kerosene,6545.0,25400.0,Kerosene,2355.0,5350.0,Hypergolic,1000.0,0.0,,0.0,1800.0,
146,146,2021-032,20.88,20210426,-120.6,34.7,Delta 4H,203,False,2,406000.0,Hydrogen,54400.0,203000.0,Hydrogen,27200.0,27200.0,Hydrogen,3420.0,0.0,,0.0,0.0,,0.0,3550.0,
147,147,2021-033,3.36,20210427,111.5,37.8,Long March (CZ) 6,75,False,0,0.0,,0.0,76000.0,Kerosene,7530.0,15075.0,Kerosene,1490.0,480.0,Kerosene,520.0,0.0,,0.0,1500.0,
148,148,2021-034,1.92,20210429,-52.8,5.2,Vega,282,False,0,0.0,,0.0,87710.0,Solid,8533.0,23814.0,Solid,2486.0,10567.0,Solid,1433.0,577.0,Hypergolic,688.0,540.0,
149,149,2021-035,3.36,20210429,111.0,19.6,Long March (CZ) 5B,98090,False,4,574000.0,Kerosene,49000.0,158250.0,Hydrogen,17500.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,2400.0,
150,150,2021-036,3.8400000000000003,20210429,-81.0,28.5,Falcon 9 v1.2,284,True,0,0.0,,0.0,414850.0,Kerosene,24700.0,109500.0,Kerosene,4250.0,0.0,,0.0,0.0,,0.0,1875.0,
151,151,2021-037,7.44,20210430,100.3,41.3,Long March (CZ) 4C,247,False,0,0.0,,0.0,183200.0,Hypergolic,9500.0,35550.0,Hypergolic,4000.0,14000.0,Hypergolic,2000.0,0.0,,0.0,1800.0,
152,152,2021-038,18.96,20210504,-81.0,28.5,Falcon 9 v1.2,284,True,0,0.0,,0.0,414850.0,Kerosene,24700.0,109500.0,Kerosene,4250.0,0.0,,0.0,0.0,,0.0,1875.0,
153,153,2021-039,18.240000000000002,20210506,102.0,28.2,Long March (CZ) 2C,157,False,0,0.0,,0.0,162706.0,Hypergolic,10000.0,54667.0,Hypergolic,4000.0,0.0,,0.0,0.0,,0.0,800.0,
154,154,2021-040,6.72,20210509,-81.0,28.5,Falcon 9 v1.2,284,True,0,0.0,,0.0,414850.0,Kerosene,24700.0,109500.0,Kerosene,4250.0,0.0,,0.0,0.0,,0.0,1875.0,
155,155,2021-F02,11.280000000000001,20210515,177.8655,-39.2609,Electron (Curie),91285,False,0,0.0,,0.0,9250.0,Kerosene,950.0,2100.0,Kerosene,250.0,245.0,Hypergolic,40.0,0.0,,0.0,44.0,
156,156,2021-041,23.040000000000003,20210515,-81.0,28.5,Falcon 9 v1.2,284,True,0,0.0,,0.0,414850.0,Kerosene,24700.0,109500.0,Kerosene,4250.0,0.0,,0.0,0.0,,0.0,1875.0,
157,157,2021-042,17.52,20210518,-81.0,28.5,Atlas V 421 v2021,242,False,2,88400.0,Solid,10200.0,284089.0,Kerosene,21054.0,20800.0,Hydrogen,2028.0,0.0,,0.0,0.0,,0.0,2305.0,
158,158,2021-043,4.08,20210519,100.3,41.3,Long March (CZ) 4B,109,False,0,0.0,,0.0,183200.0,Hypergolic,9500.0,35550.0,Hypergolic,4000.0,14000.0,Hypergolic,2000.0,0.0,,0.0,1800.0,
159,159,2021-044,18.96,20210526,-81.0,28.5,Falcon 9 v1.2,284,True,0,0.0,,0.0,414850.0,Kerosene,24700.0,109500.0,Kerosene,4250.0,0.0,,0.0,0.0,,0.0,1875.0,
160,160,2021-045,17.76,20210528,128.333,51.883,Soyuz-2-1B Fregat,262,True,4,156640.0,Kerosene,15136.0,90100.0,Kerosene,6545.0,25400.0,Kerosene,2355.0,5350.0,Hypergolic,1000.0,0.0,,0.0,1800.0,
161,161,2021-046,12.959999999999999,20210529,111.0,19.6,Long March (CZ) 7,275,False,4,301000.0,Kerosene,24000.0,174000.0,Kerosene,12250.0,65000.0,Kerosene,5750.0,0.0,,0.0,0.0,,0.0,2800.0,
162,162,2021-047,16.32,20210602,102.0,28.2,Long March (CZ) 3B,64,False,4,164400.0,Hypergolic,14200.0,186200.0,Hypergolic,11200.0,41000.0,Hypergolic,3924.0,18196.5,Hydrogen,2770.0,0.0,,0.0,1500.0,
163,163,2021-048,17.52,20210603,-81.0,28.5,Falcon 9 v1.2,284,False,0,0.0,,0.0,414850.0,Kerosene,24700.0,109500.0,Kerosene,4250.0,0.0,,0.0,0.0,,0.0,1875.0,
164,164,2021-049,4.319999999999999,20210606,-81.0,28.5,Falcon 9 v1.2,284,False,0,0.0,,0.0,414850.0,Kerosene,24700.0,109500.0,Kerosene,4250.0,0.0,,0.0,0.0,,0.0,1875.0,
165,165,2021-050,3.12,20210611,111.5,37.8,Long March (CZ) 2D,158,False,0,0.0,,0.0,182000.0,Hypergolic,9500.0,52700.0,Hypergolic,4000.0,0.0,,0.0,0.0,,0.0,750.0,
166,166,2021-F03,0.0,20210612,53.920601,35.234338,Simorgh,88324,False,0,0.0,,0.0,63000.0,Hypergolic,12700.0,8000.0,Hypergolic,1600.0,185.0,Solid,230.0,0.0,,0.0,120.0,
167,167,2021-051,8.16,20210613,-120.6,34.7,Pegasus XL,164,False,0,0.0,,0.0,15032.0,Solid,1386.0,3923.0,Solid,416.0,770.0,Solid,108.0,0.0,,0.0,1756.0,
168,168,2021-052,13.68,20210615,-75.46,37.85,Minotaur 1,227,False,0,0.0,,0.0,20785.0,Solid,2292.0,6237.0,Solid,795.0,3915.0,Solid,403.5,776.1,Solid,152.55,300.0,
169,169,2021-053,1.44,20210617,100.3,41.3,Long March (CZ) 2F,108,False,4,157200.0,Hypergolic,12400.0,186750.0,Hypergolic,11000.0,88750.0,Hypergolic,5500.0,0.0,,0.0,0.0,,0.0,6000.0,
170,170,2021-054,16.08,20210617,-81.0,28.5,Falcon 9 v1.2,284,False,0,0.0,,0.0,414850.0,Kerosene,24700.0,109500.0,Kerosene,4250.0,0.0,,0.0,0.0,,0.0,1875.0,
171,171,2021-055,6.48,20210618,102.0,28.2,Long March (CZ) 2C,157,False,0,0.0,,0.0,162706.0,Hypergolic,10000.0,54667.0,Hypergolic,4000.0,0.0,,0.0,0.0,,0.0,800.0,
172,172,2021-F04,0.0,20210623,53.920601,35.234338,Simorgh,88324,False,0,0.0,,0.0,63000.0,Hypergolic,12700.0,8000.0,Hypergolic,1600.0,185.0,Solid,230.0,0.0,,0.0,120.0,
173,173,2021-056,19.92,20210625,40.6,62.8,Soyuz-2-1B,239,False,4,156640.0,Kerosene,15136.0,90100.0,Kerosene,6545.0,21640.0,Kerosene,2710.0,0.0,,0.0,0.0,,0.0,1000.0,
174,174,2021-057,23.52,20210629,63.4,45.6,Soyuz-2-1A,237,False,4,156640.0,Kerosene,15136.0,90100.0,Kerosene,6545.0,22790.0,Kerosene,2410.0,0.0,,0.0,0.0,,0.0,1000.0,
175,175,2021-058,14.88,20210630,118.1517,35.0594,LauncherOne,98410,False,0,0.0,,0.0,20000.0,Kerosene,3000.0,2750.0,Kerosene,250.0,0.0,,0.0,0.0,,0.0,100.0,
176,176,2021-059,19.44,20210630,-81.0,28.5,Falcon 9 v1.2,284,True,0,0.0,,0.0,414850.0,Kerosene,24700.0,109500.0,Kerosene,4250.0,0.0,,0.0,0.0,,0.0,1875.0,
177,177,2021-060,12.72,20210701,128.333,51.883,Soyuz-2-1B Fregat,262,True,4,156640.0,Kerosene,15136.0,90100.0,Kerosene,6545.0,25400.0,Kerosene,2355.0,5350.0,Hypergolic,1000.0,0.0,,0.0,1800.0,
178,178,2021-061,2.88,20210703,111.5,37.8,Long March (CZ) 2D,158,False,0,0.0,,0.0,182000.0,Hypergolic,9500.0,52700.0,Hypergolic,4000.0,0.0,,0.0,0.0,,0.0,750.0,
179,179,2021-062,23.52,20210704,100.3,41.3,Long March (CZ) 4C,247,False,0,0.0,,0.0,183200.0,Hypergolic,9500.0,35550.0,Hypergolic,4000.0,14000.0,Hypergolic,2000.0,0.0,,0.0,1800.0,
180,180,2021-063,15.84,20210706,102.0,28.2,Long March (CZ) 3C,245,False,2,82200.0,Hypergolic,7100.0,186200.0,Hypergolic,11200.0,41000.0,Hypergolic,3924.0,18196.5,Hydrogen,2770.0,0.0,,0.0,1500.0,
181,181,2021-064,12.0,20210709,111.5,37.8,Long March (CZ) 6,75,False,0,0.0,,0.0,76000.0,Kerosene,7530.0,15075.0,Kerosene,1490.0,480.0,Kerosene,520.0,0.0,,0.0,1500.0,
182,182,2021-065,0.24,20210719,102.0,28.2,Long March (CZ) 2C,157,False,0,0.0,,0.0,162706.0,Hypergolic,10000.0,54667.0,Hypergolic,4000.0,0.0,,0.0,0.0,,0.0,800.0,
183,183,2021-066,14.88,20210721,63.4,45.6,Proton-M,105782,False,0,0.0,,0.0,428300.0,Hypergolic,30600.0,157300.0,Hypergolic,11000.0,46562.0,Hypergolic,3500.0,0.0,,0.0,2000.0,
184,184,2021-067,4.08,20210729,100.3,41.3,Long March (CZ) 2D,158,False,0,0.0,,0.0,182000.0,Hypergolic,9500.0,52700.0,Hypergolic,4000.0,0.0,,0.0,0.0,,0.0,750.0,
185,185,2021-068,6.0,20210729,177.8655,-39.2609,Electron (Curie),91285,False,0,0.0,,0.0,9250.0,Kerosene,950.0,2100.0,Kerosene,250.0,245.0,Hypergolic,40.0,0.0,,0.0,44.0,
186,186,2021-069,21.12,20210730,-52.8,5.2,Ariane 5ECA,204,False,2,480000.0,Solid,31000.0,170000.0,Hydrogen,14700.0,14900.0,Hydrogen,4540.0,0.0,,0.0,0.0,,0.0,2675.0,
187,187,2021-F05,7.680000000000001,20210803,100.3,41.3,Shuang Quxian-1,92490,False,0,0.0,,0.0,14356.0,Solid,1744.0,8776.0,Solid,974.0,2618.0,Solid,282.0,1050.0,Solid,300.0,1756.0,
188,188,2021-070,11.04,20210804,111.5,37.8,Long March (CZ) 6,75,False,0,0.0,,0.0,76000.0,Kerosene,7530.0,15075.0,Kerosene,1490.0,480.0,Kerosene,520.0,0.0,,0.0,1500.0,
189,189,2021-071,16.560000000000002,20210805,102.0,28.2,Long March (CZ) 3B,64,False,4,164400.0,Hypergolic,14200.0,186200.0,Hypergolic,11200.0,41000.0,Hypergolic,3924.0,18196.5,Hydrogen,2770.0,0.0,,0.0,1500.0,
190,190,2021-072,22.08,20210810,-75.46,37.85,Antares 230,278,False,0,0.0,,0.0,242200.0,Kerosene,19700.0,24924.0,Solid,1392.0,0.0,,0.0,0.0,,0.0,971.0,
191,191,2021-F06,0.24,20210812,80.4,13.9,GSLV Mk II,302,False,4,169200.0,Solid,22400.0,138100.0,Hypergolic,28300.0,39450.0,Hypergolic,5500.0,14996.0,Hydrogen,2601.0,0.0,,5500.0,1756.0,
192,192,2021-073,1.68,20210817,-52.8,5.2,Vega,282,False,0,0.0,,0.0,87710.0,Solid,8533.0,23814.0,Solid,2486.0,10567.0,Solid,1433.0,577.0,Hypergolic,688.0,540.0,
193,193,2021-074,22.560000000000002,20210818,111.5,37.8,Long March (CZ) 4B,109,False,0,0.0,,0.0,183200.0,Hypergolic,9500.0,35550.0,Hypergolic,4000.0,14000.0,Hypergolic,2000.0,0.0,,0.0,1800.0,
194,194,2021-075,22.32,20210821,63.4,45.6,Soyuz-2-1B Fregat,262,True,4,156640.0,Kerosene,15136.0,90100.0,Kerosene,6545.0,25400.0,Kerosene,2355.0,5350.0,Hypergolic,1000.0,0.0,,0.0,1800.0,
195,195,2021-076,11.280000000000001,20210824,100.3,41.3,Long March (CZ) 2C/YZ-1S,91495,False,0,0.0,,0.0,162706.0,Hypergolic,10000.0,54667.0,Hypergolic,4000.0,1350.0,Hypergolic,2500.0,0.0,,0.0,800.0,
196,196,2021-077,15.6,20210824,102.0,28.2,Long March (CZ) 3B,64,False,4,164400.0,Hypergolic,14200.0,186200.0,Hypergolic,11200.0,41000.0,Hypergolic,3924.0,18196.5,Hydrogen,2770.0,0.0,,0.0,1500.0,
197,197,2021-F07,22.560000000000002,20210828,-152.2,57.6,Astra Rocket 3,99082,False,0,0.0,,0.0,9250.0,Kerosene,950.0,2100.0,Kerosene,250.0,0.0,,0.0,0.0,,0.0,44.0,Electron
198,198,2021-078,7.2,20210829,-81.0,28.5,Falcon 9 v1.2,284,False,0,0.0,,0.0,414850.0,Kerosene,24700.0,109500.0,Kerosene,4250.0,0.0,,0.0,0.0,,0.0,1875.0,
199,199,2021-F08,1.92,20210903,-120.6,34.7,Firefly Alpha,106005,False,0,0.0,,0.0,41905.0,Kerosene,2895.0,7091.0,Kerosene,909.0,0.0,,0.0,0.0,,0.0,1756.0,
200,200,2021-079,3.12,20210907,111.5,37.8,Long March (CZ) 4C,247,False,0,0.0,,0.0,183200.0,Hypergolic,9500.0,35550.0,Hypergolic,4000.0,14000.0,Hypergolic,2000.0,0.0,,0.0,1800.0,
201,201,2021-080,11.76,20210909,102.0,28.2,Long March (CZ) 3B,64,False,4,164400.0,Hypergolic,14200.0,186200.0,Hypergolic,11200.0,41000.0,Hypergolic,3924.0,18196.5,Hydrogen,2770.0,0.0,,0.0,1500.0,
202,202,2021-081,19.92,20210909,40.6,62.8,Soyuz-2-1V,91028,False,0,0.0,,0.0,119000.0,Kerosene,9300.0,25400.0,Kerosene,2355.0,0.0,,0.0,0.0,,0.0,1000.0,
203,203,2021-082,3.8400000000000003,20210914,-120.6,34.7,Falcon 9 v1.2,284,True,0,0.0,,0.0,414850.0,Kerosene,24700.0,109500.0,Kerosene,4250.0,0.0,,0.0,0.0,,0.0,1875.0,
204,204,2021-083,18.240000000000002,20210914,63.4,45.6,Soyuz-2-1B Fregat,262,True,4,156640.0,Kerosene,15136.0,90100.0,Kerosene,6545.0,25400.0,Kerosene,2355.0,5350.0,Hypergolic,1000.0,0.0,,0.0,1800.0,
205,205,2021-084,0.0,20210916,-81.0,28.5,Falcon 9 v1.2,284,False,0,0.0,,0.0,414850.0,Kerosene,24700.0,109500.0,Kerosene,4250.0,0.0,,0.0,0.0,,0.0,1875.0,
206,206,2021-085,7.2,20210920,111.0,19.6,Long March (CZ) 7,275,False,4,301000.0,Kerosene,24000.0,174000.0,Kerosene,12250.0,65000.0,Kerosene,5750.0,0.0,,0.0,0.0,,0.0,2800.0,
207,207,2021-086,6.24,20210927,100.3,41.3,Kuaizhou-1,91718,False,0,0.0,,0.0,16000.0,Solid,621.0,8000.0,Solid,686.0,3000.0,Solid,183.0,1000.0,Hypergolic,200.0,1756.0,
208,208,2021-087,8.4,20210927,102.0,28.2,Long March (CZ) 3B,64,False,4,164400.0,Hypergolic,14200.0,186200.0,Hypergolic,11200.0,41000.0,Hypergolic,3924.0,18196.5,Hydrogen,2770.0,0.0,,0.0,1500.0,
209,209,2021-088,18.240000000000002,20210927,-120.6,34.7,Atlas V 401 v2020,191,False,0,0.0,,0.0,284089.0,Kerosene,21054.0,20800.0,Hydrogen,2030.0,0.0,,0.0,0.0,,0.0,2305.0,
210,210,2021-089,8.88,20211005,63.4,45.6,Soyuz-2-1A,237,False,4,156640.0,Kerosene,15136.0,90100.0,Kerosene,6545.0,22790.0,Kerosene,2410.0,0.0,,0.0,0.0,,0.0,1000.0,
211,211,2021-090,9.6,20211014,128.333,51.883,Soyuz-2-1B Fregat,262,True,4,156640.0,Kerosene,15136.0,90100.0,Kerosene,6545.0,25400.0,Kerosene,2355.0,5350.0,Hypergolic,1000.0,0.0,,0.0,1800.0,
212,212,2021-091,10.8,20211014,111.5,37.8,Long March (CZ) 2D,158,False,0,0.0,,0.0,182000.0,Hypergolic,9500.0,52700.0,Hypergolic,4000.0,0.0,,0.0,0.0,,0.0,750.0,
213,213,2021-092,16.32,20211015,100.3,41.3,Long March (CZ) 2F,108,False,4,157200.0,Hypergolic,12400.0,186750.0,Hypergolic,11000.0,88750.0,Hypergolic,5500.0,0.0,,0.0,0.0,,0.0,6000.0,
214,214,2021-093,9.6,20211016,-81.0,28.5,Atlas V 401 v2020,191,False,0,0.0,,0.0,284089.0,Kerosene,21054.0,20800.0,Hydrogen,2030.0,0.0,,0.0,0.0,,0.0,2305.0,
215,215,2021-F09,7.92,20211021,,,Nuri,106701,False,0,0.0,,0.0,131100.0,Kerosene,16000.0,36800.0,Kerosene,4400.0,10810.0,Kerosene,1290.0,0.0,,0.0,1756.0,
216,216,2021-094,1.44,20211024,102.0,28.2,Long March (CZ) 3B,64,False,4,164400.0,Hypergolic,14200.0,186200.0,Hypergolic,11200.0,41000.0,Hypergolic,3924.0,18196.5,Hydrogen,2770.0,0.0,,0.0,1500.0,
217,217,2021-095,2.1599999999999997,20211024,-52.8,5.2,Ariane 5ECA,204,False,2,480000.0,Solid,31000.0,170000.0,Hydrogen,14700.0,14900.0,Hydrogen,4540.0,0.0,,0.0,0.0,,0.0,2675.0,
218,218,2021-096,2.4,20211026,130.6,30.4,H-IIA 202,190,False,2,130000.0,Solid,21000.0,101100.0,Hydrogen,12900.0,16900.0,Hydrogen,3100.0,0.0,,0.0,0.0,,0.0,1400.0,
219,219,2021-097,6.24,20211027,100.3,41.3,Kuaizhou-1,91718,False,0,0.0,,0.0,16000.0,Solid,621.0,8000.0,Solid,686.0,3000.0,Solid,183.0,1000.0,Hypergolic,200.0,1756.0,
220,220,2021-098,0.0,20211028,63.4,45.6,Soyuz-2-1A,237,False,4,156640.0,Kerosene,15136.0,90100.0,Kerosene,6545.0,22790.0,Kerosene,2410.0,0.0,,0.0,0.0,,0.0,1000.0,
221,221,2021-099,7.680000000000001,20211103,100.3,41.3,Long March (CZ) 2C/YZ-1S,91495,False,0,0.0,,0.0,162706.0,Hypergolic,10000.0,54667.0,Hypergolic,4000.0,1350.0,Hypergolic,2500.0,0.0,,0.0,800.0,
