,launches,COSPAR_ID,Time(UTC),Date,Longitude,Latitude,Rocket_Name,DISCOSweb_Rocket_ID,Megaconstellation_Flag,Booster_No,Booster_PropMass,Booster_Fuel_Type,Booster_StageMass,Stage1_PropMass,Stage1_Fuel_Type,Stage1_StageMass,Stage2_PropMass,Stage2_Fuel_Type,Stage2_StageMass,Stage3_PropMass,Stage3_Fuel_Type,Stage3_StageMass,Stage4_PropMass,Stage4_Fuel_Type,Stage4_StageMass,Fairing_Mass,Proxy_Rocket
222,222,2021-100,2.4,20211105,111.5,37.8,Long March (CZ) 6,75,False,0,0.0,,0.0,76000.0,Kerosene,7530.0,15075.0,Kerosene,1490.0,480.0,Kerosene,520.0,0.0,,0.0,1500.0,
223,223,2021-101,2.88,20211106,102.0,28.2,Long March (CZ) 2D,158,False,0,0.0,,0.0,182000.0,Hypergolic,9500.0,52700.0,Hypergolic,4000.0,0.0,,0.0,0.0,,0.0,750.0,
224,224,2021-102,0.96,20211109,131.1,31.2,Epsilon-2 CLPS,91886,False,0,0.0,,0.0,66300.0,Solid,8700.0,15000.0,Solid,2000.0,2500.0,Solid,800.0,145.0,Hypergolic,155.0,1000.0,
225,225,2021-103,2.1599999999999997,20211111,-81.0,28.5,Falcon 9 v1.2,284,False,0,0.0,,0.0,414850.0,Kerosene,24700.0,109500.0,Kerosene,4250.0,0.0,,0.0,0.0,,0.0,1875.0,
226,226,2021-104,12.239999999999998,20211113,-81.0,28.5,Falcon 9 v1.2,284,True,0,0.0,,0.0,414850.0,Kerosene,24700.0,109500.0,Kerosene,4250.0,0.0,,0.0,0.0,,0.0,1875.0,
227,227,2021-105,9.36,20211116,-52.8,5.2,Vega,282,False,0,0.0,,0.0,87710.0,Solid,8533.0,23814.0,Solid,2486.0,10567.0,Solid,1433.0,577.0,Hypergolic,688.0,540.0,
228,228,2021-106,1.68,20211118,177.8655,-39.2609,Electron (Curie),91285,False,0,0.0,,0.0,9250.0,Kerosene,950.0,2100.0,Kerosene,250.0,245.0,Hypergolic,40.0,0.0,,0.0,44.0,
229,229,2021-107,1.92,20211120,111.5,37.8,Long March (CZ) 4B,109,False,0,0.0,,0.0,183200.0,Hypergolic,9500.0,35550.0,Hypergolic,4000.0,14000.0,Hypergolic,2000.0,0.0,,0.0,1800.0,
230,230,2021-108,6.24,20211120,-152.2,57.6,Astra Rocket 3,99082,False,0,0.0,,0.0,9250.0,Kerosene,950.0,2100.0,Kerosene,250.0,0.0,,0.0,0.0,,0.0,44.0,Electron
231,231,2021-109,23.76,20211122,100.3,41.3,Long March (CZ) 4C,247,False,0,0.0,,0.0,183200.0,Hypergolic,9500.0,35550.0,Hypergolic,4000.0,14000.0,Hypergolic,2000.0,0.0,,0.0,1800.0,
232,232,2021-110,6.24,20211124,-120.6,34.7,Falcon 9 v1.2,284,False,0,0.0,,0.0,414850.0,Kerosene,24700.0,109500.0,Kerosene,4250.0,0.0,,0.0,0.0,,0.0,1875.0,
233,233,2021-111,13.2,20211124,63.4,45.6,Soyuz-2-1B,239,False,4,156640.0,Kerosene,15136.0,90100.0,Kerosene,6545.0,21640.0,Kerosene,2710.0,0.0,,0.0,0.0,,0.0,1000.0,
234,234,2021-112,23.76,20211124,100.3,41.3,Kuaizhou-1,91718,False,0,0.0,,0.0,16000.0,Solid,621.0,8000.0,Solid,686.0,3000.0,Solid,183.0,1000.0,Hypergolic,200.0,1756.0,
235,235,2021-113,1.2,20211125,40.6,62.8,Soyuz-2-1B Fregat,262,False,4,156640.0,Kerosene,15136.0,90100.0,Kerosene,6545.0,25400.0,Kerosene,2355.0,5350.0,Hypergolic,1000.0,0.0,,0.0,1800.0,
236,236,2021-114,16.560000000000002,20211126,102.0,28.2,Long March (CZ) 3B,64,False,4,164400.0,Hypergolic,14200.0,186200.0,Hypergolic,11200.0,41000.0,Hypergolic,3924.0,18196.5,Hydrogen,2770.0,0.0,,0.0,1500.0,
237,237,2021-115,23.279999999999998,20211202,-81.0,28.5,Falcon 9 v1.2,284,True,0,0.0,,0.0,414850.0,Kerosene,24700.0,109500.0,Kerosene,4250.0,0.0,,0.0,0.0,,0.0,1875.0,
238,238,2021-116,0.24,20211205,-52.8,5.2,Soyuz-ST-B Fregat-MT,263,False,4,156640.0,Kerosene,15136.0,90100.0,Kerosene,6545.0,21640.0,Kerosene,2710.0,7100.0,Hypergolic,1050.0,0.0,,0.0,1700.0,
239,239,2021-117,4.319999999999999,20211207,100.3,41.3,Ceres-1,99915,False,0,0.0,,0.0,12750.0,Solid,1240.0,12750.0,Solid,1376.0,1890.0,Solid,684.0,166.0,Hypergolic,71.0,57.0,Shavit
240,240,2021-118,10.32,20211207,-81.0,28.5,Atlas V 551 v2020,197,False,5,221000.0,Solid,25500.0,284089.0,Kerosene,21351.0,20800.0,Hydrogen,2030.0,0.0,,0.0,0.0,,0.0,3524.0,
241,241,2021-119,7.680000000000001,20211208,63.4,45.6,Soyuz-2-1A,237,False,4,156640.0,Kerosene,15136.0,90100.0,Kerosene,6545.0,22790.0,Kerosene,2410.0,0.0,,0.0,0.0,,0.0,1000.0,
242,242,2021-120,0.0,20211209,177.8655,-39.2609,Electron (Curie),91285,False,0,0.0,,0.0,9250.0,Kerosene,950.0,2100.0,Kerosene,250.0,245.0,Hypergolic,40.0,0.0,,0.0,44.0,
243,243,2021-121,6.0,20211209,-81.0,28.5,Falcon 9 v1.2,284,False,0,0.0,,0.0,414850.0,Kerosene,24700.0,109500.0,Kerosene,4250.0,0.0,,0.0,0.0,,0.0,1875.0,
244,244,2021-122,0.24,20211210,100.3,41.3,Long March (CZ) 4B,109,False,0,0.0,,0.0,183200.0,Hypergolic,9500.0,35550.0,Hypergolic,4000.0,14000.0,Hypergolic,2000.0,0.0,,0.0,1800.0,
245,245,2021-123,12.0,20211213,63.4,45.6,Proton-M/Briz-M,7,False,0,0.0,,0.0,428300.0,Hypergolic,30600.0,157300.0,Hypergolic,11000.0,46562.0,Hypergolic,3500.0,19800.0,Hypergolic,2370.0,2000.0,
246,246,2021-124,16.08,20211213,102.0,28.2,Long March (CZ) 3B,64,False,4,164400.0,Hypergolic,14200.0,186200.0,Hypergolic,11200.0,41000.0,Hypergolic,3924.0,18196.5,Hydrogen,2770.0,0.0,,0.0,1500.0,
247,247,2021-F10,1.92,20211215,100.3,41.3,Kuaizhou-1,91718,False,0,0.0,,0.0,16000.0,Solid,621.0,8000.0,Solid,686.0,3000.0,Solid,183.0,1000.0,Hypergolic,200.0,1756.0,
248,248,2021-125,12.72,20211218,-120.6,34.7,Falcon 9 v1.2,284,True,0,0.0,,0.0,414850.0,Kerosene,24700.0,109500.0,Kerosene,4250.0,0.0,,0.0,0.0,,0.0,1875.0,
249,249,2021-126,4.08,20211219,-81.0,28.5,Falcon 9 v1.2,284,False,0,0.0,,0.0,414850.0,Kerosene,24700.0,109500.0,Kerosene,4250.0,0.0,,0.0,0.0,,0.0,1875.0,
250,250,2021-127,10.08,20211221,-81.0,28.5,Falcon 9 v1.2,284,False,0,0.0,,0.0,414850.0,Kerosene,24700.0,109500.0,Kerosene,4250.0,0.0,,0.0,0.0,,0.0,1875.0,
251,251,2021-128,15.6,20211222,130.6,30.4,H-IIA 204,238,False,4,260000.0,Solid,42000.0,101100.0,Hydrogen,12900.0,16900.0,Hydrogen,3100.0,0.0,,0.0,0.0,,0.0,1400.0,
252,252,2021-129,10.32,20211223,111.0,19.6,Long March (CZ) 7A,98084,False,4,301000.0,Kerosene,24000.0,174000.0,Kerosene,12250.0,65000.0,Kerosene,5750.0,18200.0,Hydrogen,2740.0,0.0,,0.0,2500.0,
253,253,2021-130,12.239999999999998,20211225,-52.8,5.2,Ariane 5ECA,204,False,2,480000.0,Solid,31000.0,170000.0,Hydrogen,14700.0,14900.0,Hydrogen,4540.0,0.0,,0.0,0.0,,0.0,2675.0,
254,254,2021-131,3.12,20211226,111.5,37.8,Long March (CZ) 4C,247,False,0,0.0,,0.0,183200.0,Hypergolic,9500.0,35550.0,Hypergolic,4000.0,14000.0,Hypergolic,2000.0,0.0,,0.0,1800.0,
255,255,2021-132,13.2,20211227,63.4,45.6,Soyuz-2-1B Fregat,262,True,4,156640.0,Kerosene,15136.0,90100.0,Kerosene,6545.0,25400.0,Kerosene,2355.0,5350.0,Hypergolic,1000.0,0.0,,0.0,1800.0,
256,256,2021-133,18.96,20211227,40.6,62.8,Angara A5 Persei,107449,False,4,530400.0,Kerosene,39200.0,132600.0,Kerosene,9800.0,35800.0,Kerosene,4000.0,18700.0,Kerosene,2900.0,0.0,,0.0,1600.0,
257,257,2021-134,11.280000000000001,20211229,100.3,41.3,Long March (CZ) 2D,158,False,0,0.0,,0.0,182000.0,Hypergolic,9500.0,52700.0,Hypergolic,4000.0,0.0,,0.0,0.0,,0.0,750.0,
258,258,2021-135,16.8,20211229,102.0,28.2,Long March (CZ) 3B,64,False,4,164400.0,Hypergolic,14200.0,186200.0,Hypergolic,11200.0,41000.0,Hypergolic,3924.0,18196.5,Hydrogen,2770.0,0.0,,0.0,1500.0,
259,259,2021-F11,3.6,20211230,53.920601,35.234338,Simorgh,88324,False,0,0.0,,0.0,63000.0,Hypergolic,12700.0,8000.0,Hypergolic,1600.0,185.0,Solid,230.0,0.0,,0.0,120.0,
260,260,2022-001,21.84,20220106,-81.0,28.5,Falcon 9 v1.2,284,True,0,0.0,,0.0,414850.0,Kerosene,24700.0,109500.0,Kerosene,4250.0,0.0,,0.0,0.0,,0.0,1875.0,
261,261,2022-002,15.36,20220113,-81.0,28.5,Falcon 9 v1.2,284,False,0,0.0,,0.0,414850.0,Kerosene,24700.0,109500.0,Kerosene,4250.0,0.0,,0.0,0.0,,0.0,1875.0,
262,262,2022-003,22.8,20220113,118.1517,35.0594,LauncherOne,98410,False,0,0.0,,0.0,20000.0,Kerosene,3000.0,2750.0,Kerosene,250.0,0.0,,0.0,0.0,,0.0,100.0,
263,263,2022-004,2.64,20220117,111.5,37.8,Long March (CZ) 2D,158,False,0,0.0,,0.0,182000.0,Hypergolic,9500.0,52700.0,Hypergolic,4000.0,0.0,,0.0,0.0,,0.0,750.0,
264,264,2022-005,2.1599999999999997,20220119,-81.0,28.5,Falcon 9 v1.2,284,True,0,0.0,,0.0,414850.0,Kerosene,24700.0,109500.0,Kerosene,4250.0,0.0,,0.0,0.0,,0.0,1875.0,
265,265,2022-006,18.96,20220121,-81.0,28.5,Atlas V 511 v2020,108354,False,1,44200.0,Solid,5100.0,284089.0,Kerosene,21351.0,20800.0,Hydrogen,2030.0,0.0,,0.0,0.0,,0.0,3524.0,
266,266,2022-007,23.76,20220125,100.3,41.3,Long March (CZ) 4B,109,False,0,0.0,,0.0,183200.0,Hypergolic,9500.0,35550.0,Hypergolic,4000.0,14000.0,Hypergolic,2000.0,0.0,,0.0,1800.0,
267,267,2022-008,23.279999999999998,20220131,-81.0,28.5,Falcon 9 v1.2,284,False,0,0.0,,0.0,414850.0,Kerosene,24700.0,109500.0,Kerosene,4250.0,0.0,,0.0,0.0,,0.0,1875.0,
268,268,2022-009,20.4,20220202,-120.6,34.7,Falcon 9 v1.2,284,False,0,0.0,,0.0,414850.0,Kerosene,24700.0,109500.0,Kerosene,4250.0,0.0,,0.0,0.0,,0.0,1875.0,
269,269,2022-010,18.240000000000002,20220203,-81.0,28.5,Falcon 9 v1.2,284,True,0,0.0,,0.0,414850.0,Kerosene,24700.0,109500.0,Kerosene,4250.0,0.0,,0.0,0.0,,0.0,1875.0,
270,270,2022-011,6.96,20220205,40.6,62.8,Soyuz-2-1A Fregat,261,False,4,156640.0,Kerosene,15136.0,90100.0,Kerosene,6545.0,22790.0,Kerosene,2410.0,5350.0,Hypergolic,1000.0,0.0,,0.0,1800.0,
271,271,2022-012,18.240000000000002,20220210,-52.8,5.2,Soyuz-ST-B Fregat-MT,263,True,4,156640.0,Kerosene,15136.0,90100.0,Kerosene,6545.0,21640.0,Kerosene,2710.0,7100.0,Hypergolic,1050.0,0.0,,0.0,1700.0,
272,272,2022-F01,19.92,20220210,-80.54,28.4706,Astra Rocket 3,99082,False,0,0.0,,0.0,9250.0,Kerosene,950.0,2100.0,Kerosene,250.0,0.0,,0.0,0.0,,0.0,44.0,Electron
273,273,2022-013,0.48,20220214,80.4,13.9,PSLV-XL,249,False,6,73200.0,Solid,14130.0,138600.0,Solid,30100.0,41500.0,Hypergolic,5350.0,7625.0,Solid,900.0,2250.0,Hypergolic,670.0,1125.0,
274,274,2022-014,4.319999999999999,20220215,63.4,45.6,Soyuz-2-1A,237,False,4,156640.0,Kerosene,15136.0,90100.0,Kerosene,6545.0,22790.0,Kerosene,2410.0,0.0,,0.0,0.0,,0.0,1000.0,
275,275,2022-015,17.76,20220219,-75.46,37.85,Antares 230,278,False,0,0.0,,0.0,242200.0,Kerosene,19700.0,24924.0,Solid,1392.0,0.0,,0.0,0.0,,0.0,971.0,
276,276,2022-016,14.639999999999999,20220221,-81.0,28.5,Falcon 9 v1.2,284,True,0,0.0,,0.0,414850.0,Kerosene,24700.0,109500.0,Kerosene,4250.0,0.0,,0.0,0.0,,0.0,1875.0,
277,277,2022-017,17.279999999999998,20220225,-120.6,34.7,Falcon 9 v1.2,284,True,0,0.0,,0.0,414850.0,Kerosene,24700.0,109500.0,Kerosene,4250.0,0.0,,0.0,0.0,,0.0,1875.0,
278,278,2022-018,23.76,20220226,100.3,41.3,Long March (CZ) 4C,247,False,0,0.0,,0.0,183200.0,Hypergolic,9500.0,35550.0,Hypergolic,4000.0,14000.0,Hypergolic,2000.0,0.0,,0.0,1800.0,
279,279,2022-019,3.12,20220227,111.0,19.6,Long March (CZ) 8,102354,False,2,151000.0,Kerosene,12000.0,174000.0,Kerosene,12500.0,18199.0,Hydrogen,2740.0,0.0,,0.0,0.0,,0.0,2500.0,
280,280,2022-020,20.64,20220228,177.8655,-39.2609,Electron (Curie),91285,False,0,0.0,,0.0,9250.0,Kerosene,950.0,2100.0,Kerosene,250.0,245.0,Hypergolic,40.0,0.0,,0.0,44.0,
281,281,2022-021,21.6,20220301,-81.0,28.5,Atlas V 541 v2020,196,False,4,176800.0,Solid,20400.0,284089.0,Kerosene,21351.0,20800.0,Hydrogen,2030.0,0.0,,0.0,0.0,,0.0,3524.0,
282,282,2022-022,14.4,20220303,-81.0,28.5,Falcon 9 v1.2,284,True,0,0.0,,0.0,414850.0,Kerosene,24700.0,109500.0,Kerosene,4250.0,0.0,,0.0,0.0,,0.0,1875.0,
283,283,2022-023,6.0,20220305,102.0,28.2,Long March (CZ) 2C,157,True,0,0.0,,0.0,162706.0,Hypergolic,10000.0,54667.0,Hypergolic,4000.0,0.0,,0.0,0.0,,0.0,800.0,
284,284,2022-024,5.04,20220308,55.333,36.201,Qased,98094,False,0,0.0,,0.0,14400.0,Solid,2700.0,1500.0,Solid,200.0,398.0,Solid,133.33333333333334,0.0,,0.0,100.0,
285,285,2022-025,13.68,20220309,-81.0,28.5,Falcon 9 v1.2,284,True,0,0.0,,0.0,414850.0,Kerosene,24700.0,109500.0,Kerosene,4250.0,0.0,,0.0,0.0,,0.0,1875.0,
286,286,2022-026,16.32,20220315,-152.2,57.6,Astra Rocket 3,99082,False,0,0.0,,0.0,9250.0,Kerosene,950.0,2100.0,Kerosene,250.0,0.0,,0.0,0.0,,0.0,44.0,Electron
287,287,2022-027,7.2,20220317,100.3,41.3,Long March (CZ) 4C,247,False,0,0.0,,0.0,183200.0,Hypergolic,9500.0,35550.0,Hypergolic,4000.0,14000.0,Hypergolic,2000.0,0.0,,0.0,1800.0,
288,288,2022-028,15.84,20220318,63.4,45.6,Soyuz-2-1A,237,False,4,156640.0,Kerosene,15136.0,90100.0,Kerosene,6545.0,22790.0,Kerosene,2410.0,0.0,,0.0,0.0,,0.0,1000.0,
289,289,2022-029,4.8,20220319,-81.0,28.5,Falcon 9 v1.2,284,True,0,0.0,,0.0,414850.0,Kerosene,24700.0,109500.0,Kerosene,4250.0,0.0,,0.0,0.0,,0.0,1875.0,
290,290,2022-030,12.72,20220322,40.6,62.8,Soyuz-2-1A Fregat,261,False,4,156640.0,Kerosene,15136.0,90100.0,Kerosene,6545.0,22790.0,Kerosene,2410.0,5350.0,Hypergolic,1000.0,0.0,,0.0,1800.0,
291,291,2022-031,9.84,20220329,111.5,37.8,Long March (CZ) 6A,111268,False,4,301000.0,Solid,24000.0,174000.0,Kerosene,12250.0,65000.0,Kerosene,5750.0,0.0,,0.0,0.0,,0.0,2800.0,Long March (CZ) 7A
292,292,2022-032,2.4,20220330,100.3,41.3,Long March (CZ) 11,5,False,0,0.0,,0.0,35000.0,Solid,4770.0,6237.0,Solid,795.0,3915.0,Solid,403.5,776.1,Solid,152.55,300.0,Minotaur 1
293,293,2022-033,16.32,20220401,-81.0,28.5,Falcon 9 v1.2,284,True,0,0.0,,0.0,414850.0,Kerosene,24700.0,109500.0,Kerosene,4250.0,0.0,,0.0,0.0,,0.0,1875.0,
294,294,2022-034,12.72,20220402,177.8655,-39.2609,Electron (Curie),91285,False,0,0.0,,0.0,9250.0,Kerosene,950.0,2100.0,Kerosene,250.0,245.0,Hypergolic,40.0,0.0,,0.0,44.0,
295,295,2022-035,23.76,20220406,100.3,41.3,Long March (CZ) 4C,247,False,0,0.0,,0.0,183200.0,Hypergolic,9500.0,35550.0,Hypergolic,4000.0,14000.0,Hypergolic,2000.0,0.0,,0.0,1800.0,
296,296,2022-036,11.280000000000001,20220407,40.6,62.8,Soyuz-2-1B,239,False,4,156640.0,Kerosene,15136.0,90100.0,Kerosene,6545.0,21640.0,Kerosene,2710.0,0.0,,0.0,0.0,,0.0,1000.0,
297,297,2022-037,15.36,20220408,-81.0,28.5,Falcon 9 v1.2,284,False,0,0.0,,0.0,414850.0,Kerosene,24700.0,109500.0,Kerosene,4250.0,0.0,,0.0,0.0,,0.0,1875.0,
298,298,2022-038,12.0,20220415,102.0,28.2,Long March (CZ) 3B,64,False,4,164400.0,Hypergolic,14200.0,186200.0,Hypergolic,11200.0,41000.0,Hypergolic,3924.0,18196.5,Hydrogen,2770.0,0.0,,0.0,1500.0,
299,299,2022-039,18.240000000000002,20220415,111.5,37.8,Long March (CZ) 4C,247,False,0,0.0,,0.0,183200.0,Hypergolic,9500.0,35550.0,Hypergolic,4000.0,14000.0,Hypergolic,2000.0,0.0,,0.0,1800.0,
300,300,2022-040,13.2,20220417,-120.6,34.7,Falcon 9 v1.2,284,False,0,0.0,,0.0,414850.0,Kerosene,24700.0,109500.0,Kerosene,4250.0,0.0,,0.0,0.0,,0.0,1875.0,
301,301,2022-041,17.76,20220421,-81.0,28.5,Falcon 9 v1.2,284,True,0,0.0,,0.0,414850.0,Kerosene,24700.0,109500.0,Kerosene,4250.0,0.0,,0.0,0.0,,0.0,1875.0,
302,302,2022-042,7.92,20220427,-81.0,28.5,Falcon 9 v1.2,284,False,0,0.0,,0.0,414850.0,Kerosene,24700.0,109500.0,Kerosene,4250.0,0.0,,0.0,0.0,,0.0,1875.0,
303,303,2022-043,4.08,20220429,100.3,41.3,Long March (CZ) 2C,157,False,0,0.0,,0.0,162706.0,Hypergolic,10000.0,54667.0,Hypergolic,4000.0,0.0,,0.0,0.0,,0.0,800.0,
304,304,2022-044,19.92,20220429,40.6,62.8,Angara 1.2,111436,False,0,0.0,,0.0,128800.0,Kerosene,10150.0,25700.0,Kerosene,2355.0,2000.0,Hypergolic,1000.0,0.0,,0.0,655.0,
305,305,2022-045,21.360000000000003,20220429,-81.0,28.5,Falcon 9 v1.2,284,True,0,0.0,,0.0,414850.0,Kerosene,24700.0,109500.0,Kerosene,4250.0,0.0,,0.0,0.0,,0.0,1875.0,
306,306,2022-046,3.6,20220430,,,Long March (CZ) 11,5,False,0,0.0,,0.0,35000.0,Solid,4770.0,6237.0,Solid,795.0,3915.0,Solid,403.5,776.1,Solid,152.55,300.0,Minotaur 1
307,307,2022-047,22.8,20220502,177.8655,-39.2609,Electron (Curie),91285,True,0,0.0,,0.0,9250.0,Kerosene,950.0,2100.0,Kerosene,250.0,245.0,Hypergolic,40.0,0.0,,0.0,44.0,
308,308,2022-048,2.64,20220505,111.5,37.8,Long March (CZ) 2D,158,False,0,0.0,,0.0,182000.0,Hypergolic,9500.0,52700.0,Hypergolic,4000.0,0.0,,0.0,0.0,,0.0,750.0,
309,309,2022-049,9.6,20220506,-81.0,28.5,Falcon 9 v1.2,284,True,0,0.0,,0.0,414850.0,Kerosene,24700.0,109500.0,Kerosene,4250.0,0.0,,0.0,0.0,,0.0,1875.0,
310,310,2022-050,18.0,20220509,111.0,19.6,Long March (CZ) 7,275,False,4,301000.0,Kerosene,24000.0,174000.0,Kerosene,12250.0,65000.0,Kerosene,5750.0,0.0,,0.0,0.0,,0.0,2800.0,
311,311,2022-F02,7.2,20220513,100.3,41.3,Shuang Quxian-1,92490,False,0,0.0,,0.0,14356.0,Solid,1744.0,8776.0,Solid,974.0,2618.0,Solid,282.0,1050.0,Solid,300.0,1756.0,
312,312,2022-051,22.08,20220513,-120.6,34.7,Falcon 9 v1.2,284,True,0,0.0,,0.0,414850.0,Kerosene,24700.0,109500.0,Kerosene,4250.0,0.0,,0.0,0.0,,0.0,1875.0,
313,313,2022-052,20.64,20220514,-81.0,28.5,Falcon 9 v1.2,284,True,0,0.0,,0.0,414850.0,Kerosene,24700.0,109500.0,Kerosene,4250.0,0.0,,0.0,0.0,,0.0,1875.0,
314,314,2022-053,11.04,20220518,-81.0,28.5,Falcon 9 v1.2,284,True,0,0.0,,0.0,414850.0,Kerosene,24700.0,109500.0,Kerosene,4250.0,0.0,,0.0,0.0,,0.0,1875.0,
315,315,2022-054,8.16,20220519,40.6,62.8,Soyuz-2-1A,237,False,4,156640.0,Kerosene,15136.0,90100.0,Kerosene,6545.0,22790.0,Kerosene,2410.0,0.0,,0.0,0.0,,0.0,1000.0,
316,316,2022-055,22.8,20220519,-81.0,28.5,Atlas V N22 v2020,111723,False,2,88400.0,Solid,10200.0,284089.0,Kerosene,22825.0,20830.0,Hydrogen,2030.0,0.0,,0.0,0.0,,0.0,0.0,
317,317,2022-056,10.56,20220520,100.3,41.3,Long March (CZ) 2C/YZ-1S,91495,False,0,0.0,,0.0,162706.0,Hypergolic,10000.0,54667.0,Hypergolic,4000.0,1350.0,Hypergolic,2500.0,0.0,,0.0,800.0,
318,318,2022-057,18.479999999999997,20220525,-81.0,28.5,Falcon 9 v1.2,284,False,0,0.0,,0.0,414850.0,Kerosene,24700.0,109500.0,Kerosene,4250.0,0.0,,0.0,0.0,,0.0,1875.0,
319,319,2022-058,4.08,20220602,102.0,28.2,Long March (CZ) 2C,157,False,0,0.0,,0.0,162706.0,Hypergolic,10000.0,54667.0,Hypergolic,4000.0,0.0,,0.0,0.0,,0.0,800.0,
320,320,2022-059,9.6,20220603,63.4,45.6,Soyuz-2-1A,237,False,4,156640.0,Kerosene,15136.0,90100.0,Kerosene,6545.0,22790.0,Kerosene,2410.0,0.0,,0.0,0.0,,0.0,1000.0,
321,321,2022-060,2.64,20220605,100.3,41.3,Long March (CZ) 2F,108,False,4,157200.0,Hypergolic,12400.0,186750.0,Hypergolic,11000.0,88750.0,Hypergolic,5500.0,0.0,,0.0,0.0,,0.0,6000.0,
322,322,2022-061,21.12,20220608,-81.0,28.5,Falcon 9 v1.2,284,False,0,0.0,,0.0,414850.0,Kerosene,24700.0,109500.0,Kerosene,4250.0,0.0,,0.0,0.0,,0.0,1875.0,
323,323,2022-F03,17.76,20220612,-80.54,28.4706,Astra Rocket 3,99082,False,0,0.0,,0.0,9250.0,Kerosene,950.0,2100.0,Kerosene,250.0,0.0,,0.0,0.0,,0.0,44.0,Electron
324,324,2022-062,16.08,20220617,-81.0,28.5,Falcon 9 v1.2,284,True,0,0.0,,0.0,414850.0,Kerosene,24700.0,109500.0,Kerosene,4250.0,0.0,,0.0,0.0,,0.0,1875.0,
325,325,2022-063,14.4,20220618,-120.6,34.7,Falcon 9 v1.2,284,False,0,0.0,,0.0,414850.0,Kerosene,24700.0,109500.0,Kerosene,4250.0,0.0,,0.0,0.0,,0.0,1875.0,
326,326,2022-064,4.56,20220619,-81.0,28.5,Falcon 9 v1.2,284,False,0,0.0,,0.0,414850.0,Kerosene,24700.0,109500.0,Kerosene,4250.0,0.0,,0.0,0.0,,0.0,1875.0,
327,327,2022-065,6.96,20220621,,,Nuri,106701,False,0,0.0,,0.0,131100.0,Kerosene,16000.0,36800.0,Kerosene,4400.0,10810.0,Kerosene,1290.0,0.0,,0.0,1756.0,
328,328,2022-066,2.1599999999999997,20220622,100.3,41.3,Kuaizhou-1,91718,False,0,0.0,,0.0,16000.0,Solid,621.0,8000.0,Solid,686.0,3000.0,Solid,183.0,1000.0,Hypergolic,200.0,1756.0,
329,329,2022-067,21.84,20220622,-52.8,5.2,Ariane 5ECA,204,False,2,480000.0,Solid,31000.0,170000.0,Hydrogen,14700.0,14900.0,Hydrogen,4540.0,0.0,,0.0,0.0,,0.0,2675.0,
330,330,2022-068,2.4,20220623,102.0,28.2,Long March (CZ) 2D,158,False,0,0.0,,0.0,182000.0,Hypergolic,9500.0,52700.0,Hypergolic,4000.0,0.0,,0.0,0.0,,0.0,750.0,
331,331,2022-069,15.84,20220627,100.3,41.3,Long March (CZ) 4C,247,False,0,0.0,,0.0,183200.0,Hypergolic,9500.0,35550.0,Hypergolic,4000.0,14000.0,Hypergolic,2000.0,0.0,,0.0,1800.0,
332,332,2022-070,9.84,20220628,177.8655,-39.2609,Electron (Curie),91285,False,0,0.0,,0.0,9250.0,Kerosene,950.0,2100.0,Kerosene,250.0,245.0,Hypergolic,40.0,0.0,,0.0,44.0,
333,333,2022-071,21.12,20220629,-81.0,28.5,Falcon 9 v1.2,284,False,0,0.0,,0.0,414850.0,Kerosene,24700.0,109500.0,Kerosene,4250.0,0.0,,0.0,0.0,,0.0,1875.0,
334,334,2022-072,12.48,20220630,80.4,13.9,PSLV-CA,305,False,0,0.0,,0.0,138600.0,Solid,30100.0,41500.0,Hypergolic,5350.0,7625.0,Solid,900.0,1850.0,Hypergolic,670.0,1125.0,
335,335,2022-073,23.279999999999998,20220701,-81.0,28.5,Atlas V 541 v2020,196,False,4,176800.0,Solid,20400.0,284089.0,Kerosene,21351.0,20800.0,Hydrogen,2030.0,0.0,,0.0,0.0,,0.0,3524.0,
336,336,2022-074,6.96,20220702,118.1517,35.0594,LauncherOne,98410,False,0,0.0,,0.0,20000.0,Kerosene,3000.0,2750.0,Kerosene,250.0,0.0,,0.0,0.0,,0.0,100.0,
337,337,2022-075,9.36,20220707,40.6,62.8,Soyuz-2-1B Fregat,262,False,4,156640.0,Kerosene,15136.0,90100.0,Kerosene,6545.0,25400.0,Kerosene,2355.0,5350.0,Hypergolic,1000.0,0.0,,0.0,1800.0,
338,338,2022-076,13.2,20220707,-81.0,28.5,Falcon 9 v1.2,284,True,0,0.0,,0.0,414850.0,Kerosene,24700.0,109500.0,Kerosene,4250.0,0.0,,0.0,0.0,,0.0,1875.0,
339,339,2022-077,1.68,20220711,-120.6,34.7,Falcon 9 v1.2,284,True,0,0.0,,0.0,414850.0,Kerosene,24700.0,109500.0,Kerosene,4250.0,0.0,,0.0,0.0,,0.0,1875.0,
340,340,2022-078,16.560000000000002,20220712,102.0,28.2,Long March (CZ) 3B,64,False,4,164400.0,Hypergolic,14200.0,186200.0,Hypergolic,11200.0,41000.0,Hypergolic,3924.0,18196.5,Hydrogen,2770.0,0.0,,0.0,1500.0,
341,341,2022-079,6.48,20220713,177.8655,-39.2609,Electron (Curie),91285,False,0,0.0,,0.0,9250.0,Kerosene,950.0,2100.0,Kerosene,250.0,245.0,Hypergolic,40.0,0.0,,0.0,44.0,
